step,loss,accuracy,hidden,phase
0,0.251606,0.50,2,1
1,0.250751,0.50,2,1
2,0.250231,0.50,2,1
3,0.249997,0.50,2,1
4,0.249972,0.50,2,1
5,0.250063,0.50,2,1
6,0.250176,0.50,2,1
7,0.250250,0.50,2,1
8,0.250259,0.50,2,1
9,0.250211,0.50,2,1
10,0.250126,0.50,2,1
11,0.250025,0.50,2,1
12,0.249931,0.50,2,1
13,0.249854,0.50,2,1
14,0.249800,0.50,2,1
15,0.249765,0.50,2,1
16,0.249739,0.50,2,1
17,0.249705,0.50,2,1
18,0.249651,0.50,2,1
19,0.249566,0.50,2,1
20,0.249444,0.50,2,1
21,0.249285,0.50,2,1
22,0.249088,0.50,2,1
23,0.248853,0.50,2,1
24,0.248574,0.50,2,1
25,0.248245,0.50,2,1
26,0.247854,0.50,2,1
27,0.247387,0.50,2,1
28,0.246833,0.50,2,1
29,0.246181,0.50,2,1
30,0.245421,0.50,2,1
31,0.244544,0.50,2,1
32,0.243541,0.50,2,1
33,0.242406,0.50,2,1
34,0.241135,0.50,2,1
35,0.239730,0.50,2,1
36,0.238195,0.50,2,1
37,0.236535,0.50,2,1
38,0.234754,0.50,2,1
39,0.232860,0.50,2,1
40,0.230859,0.50,2,1
41,0.228762,0.50,2,1
42,0.226581,0.50,2,1
43,0.224328,0.50,2,1
44,0.222015,0.50,2,1
45,0.219651,0.50,2,1
46,0.217249,0.50,2,1
47,0.214822,0.50,2,1
48,0.212382,0.50,2,1
49,0.209939,0.50,2,1
50,0.207502,0.50,2,1
51,0.205080,0.50,2,1
52,0.202683,0.50,2,1
53,0.200317,0.50,2,1
54,0.197989,0.50,2,1
55,0.195705,0.50,2,1
56,0.193469,0.50,2,1
57,0.191284,0.50,2,1
58,0.189156,0.50,2,1
59,0.187085,0.50,2,1
60,0.185074,0.50,2,1
61,0.183125,0.50,2,1
62,0.181237,0.50,2,1
63,0.179411,0.50,2,1
64,0.177647,0.50,2,1
65,0.175945,0.50,2,1
66,0.174304,0.50,2,1
67,0.172724,0.50,2,1
68,0.171202,0.50,2,1
69,0.169738,0.50,2,1
70,0.168330,0.50,2,1
71,0.166977,0.50,2,1
72,0.165677,0.50,2,1
73,0.164429,0.50,2,1
74,0.163230,0.50,2,1
75,0.162080,0.50,2,1
76,0.160976,0.50,2,1
77,0.159916,0.50,2,1
78,0.158899,0.50,2,1
79,0.157923,0.50,2,1
80,0.156987,0.50,2,1
81,0.156088,0.50,2,1
82,0.155226,0.50,2,1
83,0.154398,0.50,2,1
84,0.153603,0.50,2,1
85,0.152840,0.50,2,1
86,0.152108,0.50,2,1
87,0.151404,0.50,2,1
88,0.150728,0.50,2,1
89,0.150078,0.50,2,1
90,0.149453,0.50,2,1
91,0.148853,0.50,2,1
92,0.148275,0.50,2,1
93,0.147720,0.50,2,1
94,0.147185,0.50,2,1
95,0.146670,0.50,2,1
96,0.146174,0.50,2,1
97,0.145696,0.50,2,1
98,0.145235,0.50,2,1
99,0.144791,0.50,2,1
100,0.144363,0.50,2,1
101,0.143950,0.50,2,1
102,0.143551,0.50,2,1
103,0.143166,0.50,2,1
104,0.142795,0.50,2,1
105,0.142435,0.50,2,1
106,0.142088,0.50,2,1
107,0.141752,0.50,2,1
108,0.141427,0.50,2,1
109,0.141113,0.50,2,1
110,0.140808,0.50,2,1
111,0.140513,0.50,2,1
112,0.140228,0.50,2,1
113,0.139951,0.50,2,1
114,0.139683,0.50,2,1
115,0.139422,0.50,2,1
116,0.139170,0.50,2,1
117,0.138925,0.50,2,1
118,0.138687,0.50,2,1
119,0.138456,0.50,2,1
120,0.138231,0.50,2,1
121,0.138013,0.50,2,1
122,0.137801,0.50,2,1
123,0.137595,0.50,2,1
124,0.137394,0.50,2,1
125,0.137199,0.50,2,1
126,0.137009,0.50,2,1
127,0.136824,0.50,2,1
128,0.136644,0.50,2,1
129,0.136468,0.50,2,1
130,0.136297,0.50,2,1
131,0.136131,0.50,2,1
132,0.135968,0.50,2,1
133,0.135809,0.50,2,1
134,0.135655,0.50,2,1
135,0.135504,0.50,2,1
