step,loss,hidden
131,0.171478,2
132,0.171405,2
133,0.171334,2
134,0.171265,2
135,0.171199,2
136,0.171133,2
137,0.17107,2
138,0.171008,2
139,0.170947,2
140,0.170888,2
141,0.170831,2
142,0.170775,2
143,0.17072,2
144,0.170667,2
145,0.170614,2
146,0.170563,2
147,0.170513,2
148,0.170465,2
149,0.170417,2
150,0.17037,2
151,0.170325,2
152,0.17028,2
153,0.170236,2
154,0.170194,2
155,0.170152,2
156,0.170111,2
157,0.17007,2
158,0.170031,2
159,0.169992,2
160,0.169955,2
161,0.169918,2
162,0.169881,2
163,0.169845,2
164,0.16981,2
165,0.169776,2
166,0.169742,2
167,0.169709,2
168,0.169677,2
169,0.169645,2
170,0.169614,2
171,0.169583,2
172,0.169553,2
173,0.169523,2
174,0.169494,2
175,0.169465,2
176,0.169437,2
177,0.16941,2
178,0.169382,2
179,0.169356,2
180,0.169329,2
181,0.169304,2
182,0.169278,2
183,0.169253,2
184,0.169228,2
185,0.169204,2
186,0.16918,2
187,0.169157,2
188,0.169134,2
189,0.169111,2
190,0.169089,2
191,0.169067,2
192,0.169045,2
193,0.169024,2
194,0.169003,2
195,0.168982,2
196,0.168962,2
197,0.168941,2
198,0.168922,2
199,0.168902,2
200,0.180431,16
201,0.167303,16
202,0.162447,16
203,0.147843,16
204,0.142173,16
205,0.136497,16
206,0.126082,16
207,0.117659,16
208,0.114974,16
209,0.11073,16
210,0.103773,16
211,0.10069,16
212,0.100582,16
213,0.0981543,16
214,0.0944645,16
215,0.0923857,16
216,0.0899739,16
217,0.0852694,16
218,0.0804841,16
219,0.077324,16
220,0.0741722,16
221,0.0700758,16
222,0.0666007,16
223,0.064314,16
224,0.0617124,16
225,0.0584543,16
226,0.0555641,16
227,0.0527756,16
228,0.0492721,16
229,0.045601,16
230,0.0423988,16
231,0.03928,16
232,0.0360202,16
233,0.0330464,16
234,0.0305275,16
235,0.0281578,16
236,0.0257744,16
237,0.0235197,16
238,0.0214936,16
239,0.0196231,16
240,0.0178249,16
241,0.0161177,16
242,0.01457,16
243,0.0132127,16
244,0.0120218,16
245,0.0109568,16
246,0.00999607,16
247,0.00913926,16
248,0.00838876,16
249,0.00773588,16
250,0.00716195,16
251,0.00664766,16
252,0.00618033,16
253,0.00575482,16
254,0.00537,16
255,0.00502482,16
256,0.00471629,16
257,0.00443974,16
258,0.00419012,16
259,0.00396325,16
260,0.00375626,16
261,0.00356738,16
262,0.00339538,16
263,0.0032391,16
264,0.00309721,16
265,0.00296816,16
266,0.00285035,16
267,0.00274229,16
268,0.00264263,16
269,0.00255032,16
270,0.0024645,16
271,0.00238454,16
272,0.00230992,16
273,0.00224018,16
274,0.00217493,16
275,0.00211378,16
276,0.00205635,16
277,0.0020023,16
278,0.00195131,16
279,0.0019031,16
280,0.0018574,16
281,0.00181403,16
282,0.00177279,16
283,0.00173355,16
284,0.00169617,16
285,0.00166052,16
286,0.0016265,16
287,0.001594,16
288,0.00156289,16
289,0.00153309,16
290,0.00150449,16
291,0.00147701,16
292,0.00145056,16
293,0.00142506,16
294,0.00140046,16
295,0.00137669,16
296,0.00135371,16
297,0.00133147,16
298,0.00130992,16
299,0.00128903,16
300,0.00126876,16
301,0.00124907,16
302,0.00122995,16
303,0.00121134,16
304,0.00119323,16
305,0.00117559,16
306,0.0011584,16
307,0.00114163,16
308,0.00112526,16
309,0.00110928,16
310,0.00109366,16
311,0.0010784,16
312,0.00106348,16
313,0.00104889,16
314,0.0010346,16
315,0.00102062,16
316,0.00100693,16
317,0.000993515,16
318,0.00098037,16
319,0.000967485,16
320,0.000954849,16
321,0.000942455,16
322,0.000930295,16
323,0.000918361,16
324,0.000906646,16
325,0.000895144,16
326,0.000883848,16
327,0.000872753,16
328,0.000861853,16
329,0.000851143,16
330,0.000840618,16
331,0.000830273,16
332,0.000820105,16
333,0.000810108,16
334,0.00080028,16
335,0.000790615,16
336,0.000781112,16
337,0.000771765,16
338,0.000762572,16
339,0.00075353,16
340,0.000744636,16
341,0.000735887,16
342,0.000727281,16
343,0.000718814,16
344,0.000710485,16
345,0.000702291,16
346,0.000694229,16
347,0.000686298,16
348,0.000678496,16
349,0.00067082,16
350,0.000663268,16
351,0.000655838,16
352,0.000648529,16
353,0.000641338,16
354,0.000634264,16
355,0.000627305,16
356,0.000620459,16
357,0.000613724,16
358,0.000607099,16
359,0.000600582,16
360,0.00059417,16
361,0.000587864,16
362,0.00058166,16
363,0.000575558,16
364,0.000569555,16
365,0.000563651,16
366,0.000557843,16
367,0.000552129,16
368,0.00054651,16
369,0.000540982,16
370,0.000535544,16
371,0.000530195,16
372,0.000524933,16
373,0.000519757,16
374,0.000514666,16
375,0.000509657,16
376,0.000504729,16
377,0.000499881,16
378,0.000495112,16
379,0.000490419,16
380,0.000485802,16
381,0.00048126,16
382,0.00047679,16
383,0.000472391,16
384,0.000468062,16
385,0.000463803,16
386,0.00045961,16
387,0.000455484,16
388,0.000451422,16
389,0.000447424,16
390,0.000443488,16
391,0.000439614,16
392,0.000435799,16
393,0.000432043,16
394,0.000428345,16
395,0.000424702,16
396,0.000421116,16
397,0.000417583,16
398,0.000414103,16
399,0.000410676,16
400,0.000407299,16
401,0.000403973,16
402,0.000400695,16
403,0.000397465,16
404,0.000394282,16
405,0.000391145,16
406,0.000388054,16
407,0.000385006,16
408,0.000382002,16
409,0.000379041,16
410,0.000376121,16
411,0.000373242,16
412,0.000370402,16
413,0.000367602,16
414,0.000364841,16
415,0.000362117,16
416,0.00035943,16
417,0.000356779,16
418,0.000354164,16
419,0.000351583,16
420,0.000349036,16
421,0.000346523,16
422,0.000344043,16
423,0.000341595,16
424,0.000339178,16
425,0.000336793,16
426,0.000334437,16
427,0.000332112,16
428,0.000329816,16
429,0.000327548,16
430,0.000325309,16
431,0.000323097,16
432,0.000320912,16
433,0.000318754,16
434,0.000316622,16
435,0.000314516,16
436,0.000312435,16
437,0.000310378,16
438,0.000308346,16
439,0.000306338,16
440,0.000304353,16
441,0.000302391,16
442,0.000300452,16
443,0.000298535,16
444,0.000296639,16
445,0.000294766,16
446,0.000292913,16
447,0.000291081,16
448,0.000289269,16
449,0.000287478,16
450,0.000285706,16
451,0.000283953,16
452,0.00028222,16
453,0.000280505,16
454,0.000278808,16
455,0.00027713,16
456,0.00027547,16
457,0.000273827,16
458,0.000272201,16
459,0.000270592,16
460,0.000269,16
461,0.000267425,16
462,0.000265865,16
463,0.000264322,16
464,0.000262794,16
465,0.000261282,16
466,0.000259784,16
467,0.000258302,16
468,0.000256835,16
469,0.000255382,16
470,0.000253943,16
471,0.000252518,16
472,0.000251108,16
473,0.000249711,16
474,0.000248327,16
475,0.000246957,16
476,0.000245599,16
477,0.000244255,16
478,0.000242923,16
479,0.000241604,16
480,0.000240298,16
481,0.000239003,16
482,0.00023772,16
483,0.000236449,16
484,0.00023519,16
485,0.000233943,16
486,0.000232706,16
487,0.000231481,16
488,0.000230267,16
489,0.000229064,16
490,0.000227871,16
491,0.00022669,16
492,0.000225518,16
493,0.000224357,16
494,0.000223206,16
495,0.000222065,16
496,0.000220934,16
497,0.000219813,16
498,0.000218702,16
499,0.0002176,16
500,0.000216507,16
501,0.000215424,16
502,0.000214349,16
503,0.000213284,16
504,0.000212228,16
505,0.000211181,16
506,0.000210142,16
507,0.000209112,16
508,0.000208091,16
509,0.000207078,16
510,0.000206073,16
511,0.000205076,16
512,0.000204088,16
513,0.000203107,16
514,0.000202134,16
515,0.00020117,16
516,0.000200212,16
517,0.000199263,16
518,0.000198321,16
519,0.000197386,16
520,0.000196459,16
521,0.000195539,16
522,0.000194627,16
523,0.000193721,16
524,0.000192822,16
525,0.000191931,16
526,0.000191046,16
527,0.000190168,16
528,0.000189297,16
529,0.000188432,16
530,0.000187574,16
531,0.000186722,16
532,0.000185877,16
533,0.000185038,16
534,0.000184206,16
535,0.000183379,16
536,0.000182559,16
537,0.000181745,16
538,0.000180937,16
539,0.000180134,16
540,0.000179338,16
541,0.000178547,16
