Running: /workspaces/Noma/demo_self_growing_xor/noma/xor.noma
[print] 0.2826287963837807
[print] 0.2826287963837807
[print] 0.2777205687499301
[print] 0.2733338603207697
[print] 0.2694586271649717
[print] 0.26606595514034087
[print] 0.2631204374652099
[print] 0.26059002735989917
[print] 0.2584461793365376
[print] 0.2566604917914593
[print] 0.2552030306370976
[print] 0.25404255749053084
[print] 0.25314755266867944
[print] 0.25248712285798314
[print] 0.25203120204125296
[print] 0.25174970207904007
[print] 0.25161060810699576
[print] 0.25157785510858155
[print] 0.2516112679988319
[print] 0.2516707646453839
[print] 0.25172286841864666
[print] 0.25174452544113934
[print] 0.25172268136306414
[print] 0.25165178668843696
[print] 0.2515311888629906
[print] 0.25136307243059025
[print] 0.2511509898780025
[print] 0.2508988836597308
[print] 0.25061048935188796
[print] 0.25028901783120744
[print] 0.2499370248010747
[print] 0.24955638993243529
[print] 0.24914834542490247
[print] 0.24871351344516085
[print] 0.24825193153799655
[print] 0.24776306227603706
[print] 0.24724579589388573
[print] 0.24669846121957928
[print] 0.24611886100641978
[print] 0.24550434399410995
[print] 0.24485191941465279
[print] 0.24415841197688162
[print] 0.24342064817309012
[print] 0.24263565926521993
[print] 0.2418008833003895
[print] 0.24091434825073918
[print] 0.23997482065210027
[print] 0.23898190831246263
[print] 0.23793611092479205
[print] 0.23683881786090014
[print] 0.23569225728524673
[print] 0.23449940448792356
[print] 0.23326385974245625
[print] 0.23198970703506042
[print] 0.2306813648515167
[print] 0.2293434391096976
[print] 0.22798058658796355
[print] 0.22659739510773644
[print] 0.22519828452926993
[print] 0.22378743050988897
[print] 0.22236871109971615
[print] 0.22094567470945478
[print] 0.21952152683361079
[print] 0.21809913216816817
[print] 0.21668102840898085
[print] 0.2152694480139277
[print] 0.21386634449610273
[print] 0.21247342031265726
[print] 0.21109215404582976
[print] 0.2097238252637756
[print] 0.2083695361325445
[print] 0.20703022947312014
[print] 0.20570670347918796
[print] 0.20439962370645728
[print] 0.20310953319951303
[print] 0.20183686173426366
[print] 0.2005819351286654
[print] 0.19934498542460471
[print] 0.1981261624897776
[print] 0.1969255472574279
[print] 0.19574316644837197
[print] 0.19457900824478364
[print] 0.19343303805407466
[print] 0.19230521325983668
[print] 0.19119549574628664
[print] 0.190103861032591
[print] 0.18903030307533647
[print] 0.18797483417962144
[print] 0.18693747996481547
[print] 0.18591826989996557
[print] 0.1849172244797604
[print] 0.18393434057300379
[print] 0.1829695767673868
[print] 0.1820228406032762
[print] 0.18109397941248745
[print] 0.18018277606911093
[print] 0.1792889503673969
[print] 0.1784121660438926
[print] 0.17755204275151312
[print] 0.17670817166830904
[print] 0.1758801329677227
[print] 0.1750675131508298
[print] 0.17426992027398594
[print] 0.17348699539297102
[print] 0.17271841905016794
[print] 0.17196391228998648
[print] 0.1712232324149507
[print] 0.17049616439483514
[print] 0.16978250941757297
[print] 0.1690820724380881
[print] 0.1683946506780219
[print] 0.16772002482956028
[print] 0.16705795423933506
[print] 0.1664081766614216
[print] 0.1657704123827144
[print] 0.16514437177747
[print] 0.1645297647802248
[print] 0.16392631048871098
[print] 0.1633337451760078
[print] 0.1627518273870927
[print] 0.1621803394311774
[print] 0.16161908531789404
[print] 0.16106788586398108
[print] 0.16052657217825486
[print] 0.15999497892824344
[print] 0.15947293868291598
[print] 0.1589602782620931
[print] 0.15845681750561066
[print] 0.1579623703291729
[print] 0.15747674747755436
[print] 0.15699976010590985
[print] 0.15653122325579927
[print] 0.1560709584333516
[print] 0.15561879478989954
[print] 0.15517456877125316
[print] 0.1547381224543708
[print] 0.15430930105498109
[print] 0.1538879502181581
[print] 0.15347391368143787
[print] 0.1530670317467034
[print] 0.15266714076030102
[print] 0.15227407354333405
[print] 0.1518876604981746
[print] 0.15150773099024922
[print] 0.15113411458789824
[print] 0.1507666418302111
[print] 0.15040514435077196
[print] 0.1500494543670387
[print] 0.14969940370229112
[print] 0.14935482260294602
[print] 0.1490155386317607
[print] 0.14868137586243646
[print] 0.14835215449692457
[print] 0.14802769090663032
[print] 0.1477077979957787
[print] 0.14739228572376414
[print] 0.14708096161369522
[print] 0.14677363111220643
[print] 0.14647009773488445
[print] 0.14617016301038327
[print] 0.14587362630299594
[print] 0.14558028463268194
[print] 0.14528993261716378
[print] 0.1450023626363322
[print] 0.14471736527603601
[print] 0.144434730061224
[print] 0.14415424645127875
[print] 0.14387570505243757
[print] 0.1435988990057716
[print] 0.14332362552978622
[print] 0.1430496876249613
[print] 0.1427768959724173
[print] 0.14250507107100435
[print] 0.14223404565126524
[print] 0.14196366738093194
