Running: /workspaces/Noma/demo_self_growing_xor/noma/xor.noma
[print] 0.264903811609688
[print] 0.264903811609688
[print] 0.2614412099813567
[print] 0.25853391382477864
[print] 0.25615182578029344
[print] 0.2542389299304064
[print] 0.2527426951660453
[print] 0.25162653295015003
[print] 0.25085732699516017
[print] 0.25039710152152794
[print] 0.2502004880056017
[print] 0.2502143632589076
[print] 0.250378464695212
[print] 0.2506273721942155
[print] 0.25089543891224
[print] 0.2511256817735298
[print] 0.2512793826387477
[print] 0.2513403283238329
[print] 0.25131198077798106
[print] 0.25121094068819433
[print] 0.25106020757779735
[print] 0.25088381010790106
[print] 0.2507031247397925
[print] 0.2505347629551367
[print] 0.2503898013382326
[print] 0.25027406596453067
[print] 0.250189092868056
[print] 0.25013333677945215
[print] 0.25010327507793145
[print] 0.25009423678603354
[print] 0.25010096751296446
[print] 0.2501180311818822
[print] 0.25014014543856444
[print] 0.2501624990156195
[print] 0.2501810508063634
[print] 0.2501927817959891
[print] 0.25019586377011444
[print] 0.2501897168544289
[print] 0.25017494415698616
[print] 0.2501531499438885
[print] 0.25012666362410396
[print] 0.2500982030898302
[print] 0.2500705170622822
[print] 0.2500460474415585
[print] 0.25002664991653745
[print] 0.25001340463540306
[print] 0.25000653858551586
[print] 0.2500054675561795
[print] 0.2500089489968479
[print] 0.25001531990383263
[print] 0.2500227795152188
[print] 0.25002966888392414
[print] 0.2500347010331082
[print] 0.25003710662029227
[print] 0.2500366782320733
[print] 0.2500337169584619
[print] 0.25002890273117756
[print] 0.25002312127845283
[print] 0.25001728384874794
[print] 0.25001217168254836
[print] 0.2500083277215655
[print] 0.2500060060746042
[print] 0.25000517803437133
[print] 0.2500055840420293
[print] 0.25000681512458856
[print] 0.2500084052985254
[print] 0.2500099178337465
[print] 0.2500110122178401
[print] 0.2500114840393943
[print] 0.25001127570756404
[print] 0.25001046099610275
[print] 0.2500092101673441
[print] 0.250007744531816
[print] 0.25000628967275346
[print] 0.2500050354098654
[print] 0.2500041082819505
[print] 0.25000355939701935
[print] 0.2500033674733928
[print] 0.250003454280828
[print] 0.25000370788469195
[print] 0.25000400832994074
[print] 0.2500042507051044
[print] 0.2500043617285996
[print] 0.25000430777050603
[print] 0.25000409415070846
[print] 0.2500037572393468
[print] 0.2500033520257835
[print] 0.25000293826836195
[print] 0.2500025681050333
[print] 0.2500022772480831
[print] 0.2500020808409811
[print] 0.2500019739765786
[print] 0.2500019359804994
[print] 0.2500019369936729
[print] 0.25000194519664304
[print] 0.25000193317631775
[print] 0.25000188235295673
[print] 0.2500017849385022
[print] 0.2500016434597983
[print] 0.25000146834447246
[print] 0.2500012743615627
[print] 0.2500010768043428
[print] 0.2500008882115546
[print] 0.25000071619084213
[print] 0.25000056260027226
[print] 0.25000042403156353
[print] 0.2500002932844514
[print] 0.2500001613682229
[print] 0.25000001953072504
[print] 0.24999986088777762
[print] 0.2499996813763472
[print] 0.24999947994032168
[print] 0.24999925803393805
[print] 0.24999901865869212
[print] 0.24999876521376213
[print] 0.24999850043397465
[print] 0.24999822562532537
[print] 0.24999794030902878
[print] 0.2499976422780538
[print] 0.2499973279796293
[print] 0.24999699308028694
[print] 0.24999663305357794
[print] 0.2499962436516673
[print] 0.24999582116982924
[print] 0.2499953624726224
[print] 0.2499948648071202
[print] 0.24999432547003142
[print] 0.2499937414151104
[print] 0.24999310888405193
[print] 0.24999242312240477
[print] 0.24999167820964588
[print] 0.2499908669983523
[print] 0.24998998112930393
[print] 0.24998901107262048
[print] 0.24998794614149827
[print] 0.24998677443324463
[print] 0.24998548266806425
[print] 0.24998405591422984
[print] 0.2499824772038353
[print] 0.24998072705259716
[print] 0.24997878289841613
[print] 0.24997661846691785
[print] 0.2499742030598448
[print] 0.2499715007466628
[print] 0.24996846942374862
[print] 0.24996505969099278
[print] 0.24996121348335204
[print] 0.2499568623843479
[print] 0.24995192553816473
[print] 0.2499463070646572
[print] 0.2499398928648109
[print] 0.2499325466808786
[print] 0.24992410524398445
[print] 0.24991437230174735
[print] 0.2499031112697586
[print] 0.24989003619523087
[print] 0.24987480066234927
[print] 0.24985698421323144
[print] 0.24983607581688874
[print] 0.24981145390906562
[print] 0.24978236257629474
[print] 0.24974788360931263
[print] 0.24970690446131846
[print] 0.24965808268744233
[print] 0.24959980829180456
[print] 0.2495301666319335
[print] 0.2494469061378361
[print] 0.24934741699253224
[print] 0.24922872880487995
[print] 0.24908753664986547
[print] 0.24892026487074415
[print] 0.24872317580843992
[print] 0.24849252537176875
[print] 0.2482247589195455
[print] 0.2479167302497039
[print] 0.24756591598405953
[print] 0.24717059092511684
[print] 0.24672993086167816
[print] 0.24624402004876877
[print] 0.24571375986271154
[print] 0.24514069696046492
[print] 0.24452680424492743
[print] 0.24387424773172311
[print] 0.24318515640009636
[print] 0.24246139116310764
[print] 0.24170430060088552
[print] 0.24091446580015533
[print] 0.2400914682257133
[print] 0.23923374334344796
[print] 0.23833859048219563
[print] 0.2374023903679077
[print] 0.23642104096562538
[print] 0.2353905684343261
[print] 0.23430781392549882
[print] 0.2331710548197809
[print] 0.2319804091828439
[print] 0.2307379030413847
[print] 0.22944714224721924
[print] 0.22811260581741588
[print] 0.2267386542884491
[print] 0.22532842683357124
[print] 0.2238828900582393
[print] 0.2527995076524124
[print] 0.2527995076524124
[print] 0.2527995076524124
[print] 0.2527995076524124
[print] 0.2842471819415331
[print] 0.2842471819415331
[print] 0.24713551056314204
[print] 0.24713551056314204
[print] 0.25659791192446707
[print] 0.25659791192446707
[print] 0.26025869812785246
[print] 0.26025869812785246
[print] 0.24743972052346522
[print] 0.24743972052346522
[print] 0.23642181584963845
[print] 0.23642181584963845
[print] 0.23556897098314603
[print] 0.23556897098314603
[print] 0.23823255114918002
[print] 0.23823255114918002
[print] 0.23656666995535863
[print] 0.23656666995535863
[print] 0.2300340085913431
[print] 0.2300340085913431
[print] 0.2222456503605567
[print] 0.2222456503605567
[print] 0.2167722230987028
[print] 0.2167722230987028
[print] 0.21420473742474444
[print] 0.21420473742474444
[print] 0.21217112121026566
[print] 0.21217112121026566
[print] 0.20841625286824933
[print] 0.20841625286824933
[print] 0.20278237877813177
[print] 0.20278237877813177
[print] 0.196589157671116
[print] 0.196589157671116
[print] 0.19116216692549048
[print] 0.19116216692549048
[print] 0.18686687368941035
[print] 0.18686687368941035
[print] 0.18310742746723027
[print] 0.18310742746723027
[print] 0.17902471424975125
[print] 0.17902471424975125
[print] 0.1741789106132418
[print] 0.1741789106132418
[print] 0.16872053911974783
[print] 0.16872053911974783
[print] 0.16310192646129446
[print] 0.16310192646129446
[print] 0.1576884283787955
[print] 0.1576884283787955
[print] 0.15256967818409414
[print] 0.15256967818409414
[print] 0.14761342087554694
[print] 0.14761342087554694
[print] 0.14261633408699054
[print] 0.14261633408699054
[print] 0.13741661887823398
[print] 0.13741661887823398
[print] 0.13193644438274663
[print] 0.13193644438274663
[print] 0.126180505214105
[print] 0.126180505214105
[print] 0.12020769689346607
[print] 0.12020769689346607
[print] 0.11408970073051455
[print] 0.11408970073051455
[print] 0.10787770707466296
[print] 0.10787770707466296
[print] 0.10159717156735146
[print] 0.10159717156735146
[print] 0.09527296216926152
[print] 0.09527296216926152
[print] 0.08894937479446795
[print] 0.08894937479446795
[print] 0.08268860919043934
[print] 0.08268860919043934
[print] 0.07656178250698642
[print] 0.07656178250698642
[print] 0.0706401630249427
[print] 0.0706401630249427
[print] 0.06498776669995535
[print] 0.06498776669995535
[print] 0.05965599538937596
[print] 0.05965599538937596
[print] 0.054680788079191606
[print] 0.054680788079191606
[print] 0.05008194521352159
[print] 0.05008194521352159
[print] 0.04586390587784893
[print] 0.04586390587784893
[print] 0.04201765894139281
[print] 0.04201765894139281
[print] 0.03852379664977524
[print] 0.03852379664977524
[print] 0.0353563984520261
[print] 0.0353563984520261
[print] 0.03248694105785934
[print] 0.03248694105785934
[print] 0.029887381820589476
[print] 0.029887381820589476
[print] 0.02753197570033833
[print] 0.02753197570033833
[print] 0.02539789864767373
[print] 0.02539789864767373
[print] 0.023465066150022085
[print] 0.023465066150022085
[print] 0.021715591362526154
[print] 0.021715591362526154
[print] 0.020133214316481362
[print] 0.020133214316481362
[print] 0.018702872918034213
[print] 0.018702872918034213
[print] 0.01741045652897609
[print] 0.01741045652897609
[print] 0.016242709623875123
[print] 0.016242709623875123
[print] 0.015187228227215948
[print] 0.015187228227215948
[print] 0.014232495963843055
[print] 0.014232495963843055
[print] 0.013367922279681269
[print] 0.013367922279681269
[print] 0.012583862109338947
[print] 0.012583862109338947
[print] 0.011871609330239391
[print] 0.011871609330239391
[print] 0.011223364735510674
[print] 0.011223364735510674
[print] 0.010632183642471347
[print] 0.010632183642471347
[print] 0.010091909791971374
[print] 0.010091909791971374
[print] 0.009597101991930895
[print] 0.009597101991930895
[print] 0.009142958870418747
[print] 0.009142958870418747
[print] 0.008725245708024795
[print] 0.008725245708024795
[print] 0.008340225962059564
[print] 0.008340225962059564
[print] 0.007984598950743884
[print] 0.007984598950743884
[print] 0.00765544429465146
[print] 0.00765544429465146
[print] 0.0073501731084064355
[print] 0.0073501731084064355
[print] 0.007066485557383319
[print] 0.007066485557383319
[print] 0.0068023341896357725
[print] 0.0068023341896357725
[print] 0.0065558923715878965
[print] 0.0065558923715878965
[print] 0.006325527154042698
[print] 0.006325527154042698
