Running: /workspaces/Noma/demo_self_growing_xor/noma/xor_bench.noma
[print] 0.25042259754988094
[print] 0.25042259754988094
[print] 0.25020752611633457
[print] 0.250143744144214
[print] 0.2500760996743744
[print] 0.2500328454167948
[print] 0.2500340684534613
[print] 0.2500361857802922
[print] 0.2500225563263943
[print] 0.25001328554002644
[print] 0.2500168562464944
[print] 0.2500171968070475
[print] 0.2500071212569324
[print] 0.24999865700487528
[print] 0.24999931710537135
[print] 0.25000108653698505
[print] 0.24999704189550367
[print] 0.24999301083617104
[print] 0.2499947893816466
[print] 0.24999687799849662
[print] 0.2499928530959089
[print] 0.24998613410177425
[print] 0.24998110490357028
[print] 0.24997419585424754
[print] 0.24996145572062295
[print] 0.24994567812718332
[print] 0.2499295481471308
[print] 0.24990958464010915
[print] 0.24988197946903423
[print] 0.24984758830775394
[print] 0.24980655605066876
[print] 0.24975418879131928
[print] 0.24968564936530063
[print] 0.24959861980859582
[print] 0.2494882950791496
[print] 0.24934564900290135
[print] 0.24916218441346072
[print] 0.248930034278196
[print] 0.2486377867821905
[print] 0.24827190628399926
[print] 0.24781936047854117
[print] 0.24726571926528434
[print] 0.24659523277198125
[print] 0.24579401226611663
[print] 0.24485156757429855
[print] 0.243760883440184
[print] 0.24251861203401084
[print] 0.24112562661018067
[print] 0.23958737485330073
[print] 0.2379132130629763
[print] 0.23611512847971952
[print] 0.23420733718647208
[print] 0.2322068121300769
[print] 0.2301328244853509
[print] 0.22800520280694897
[print] 0.2258434476423942
[print] 0.22366712487391294
[print] 0.22149525245255416
[print] 0.21934503019366244
[print] 0.21723209771533297
[print] 0.2151709379985206
[print] 0.21317392959955922
[print] 0.21125091643560903
[print] 0.20940988841108077
[print] 0.20765689789700723
[print] 0.20599565355465568
[print] 0.20442805684876916
[print] 0.20295466340965035
[print] 0.2015745315640861
[print] 0.20028544028163253
[print] 0.19908441492565743
[print] 0.19796783598048573
[print] 0.19693147053658744
[print] 0.19597080460743432
[print] 0.19508127735361902
[print] 0.194258262985668
[print] 0.19349712493393018
[print] 0.19279337953165918
[print] 0.1921427477981081
[print] 0.19154112064270756
[print] 0.19098459323160075
[print] 0.19046953409646833
[print] 0.1899925826584301
[print] 0.18955060620800102
[print] 0.18914069409252687
[print] 0.18876017450936622
[print] 0.1884066046086867
[print] 0.1880777419419186
[print] 0.18777152975313535
[print] 0.18748609260992177
[print] 0.18721972152090668
[print] 0.18697085201738517
[print] 0.1867380522192411
[print] 0.18652001968687745
[print] 0.1863155723880483
[print] 0.18612363163664514
[print] 0.18594320881680143
[print] 0.18577340114646837
[print] 0.18561338855583331
[print] 0.18546242483604058
[print] 0.18531982684243659
[print] 0.18518496820914684
[print] 0.185057276817514
[print] 0.18493623089329736
[print] 0.18482135268159017
[print] 0.18471220321291934
[print] 0.18460837989184029
[print] 0.1845095145404042
[print] 0.1844152697348957
[print] 0.18432533467597165
[print] 0.18423942277791855
[print] 0.1841572706776582
[print] 0.18407863669331215
[print] 0.18400329818840816
[print] 0.1839310491990597
[print] 0.18386169925960508
[print] 0.18379507270143347
[print] 0.18373100742184492
[print] 0.18366935330054937
[print] 0.1836099710494797
[print] 0.18355273157916951
[print] 0.1834975153005921
[print] 0.18344421114625348
[print] 0.18339271571405694
[print] 0.18334293279655273
[print] 0.18329477300111274
[print] 0.1832481531335863
[print] 0.18320299549513053
[print] 0.1831592274262357
[print] 0.18311678108212356
[print] 0.18307559314535288
[print] 0.18303560437845917
[print] 0.18299675921642097
[print] 0.18295900553705147
[print] 0.1829222944899721
[print] 0.1828865802380169
[print] 0.1828518196642105
[print] 0.18281797217319717
[print] 0.18278499957255298
[print] 0.18275286591888482
[print] 0.1827215373078999
[print] 0.18269098169943193
[print] 0.18266116882061129
[print] 0.18263207008223012
[print] 0.1826036584513215
[print] 0.18257590831422857
[print] 0.18254879538375174
[print] 0.18252229663612757
[print] 0.18249639023149286
[print] 0.18247105541854017
[print] 0.18244627246028555
[print] 0.18242202258668705
[print] 0.18239828794293497
[print] 0.1823750515207072
[print] 0.18235229709556036
[print] 0.1823300091866547
[print] 0.1823081730231528
[print] 0.18228677449971625
[print] 0.18226580012921412
[print] 0.18224523700803938
[print] 0.18222507279010403
[print] 0.18220529565595234
[print] 0.18218589427755386
[print] 0.18216685778999378
[print] 0.18214817577142592
[print] 0.18212983822182935
[print] 0.18211183553726862
[print] 0.18209415848660754
[print] 0.1820767981945643
[print] 0.18205974612604234
[print] 0.1820429940676216
[print] 0.18202653410952707
[print] 0.18201035863175966
[print] 0.1819944602920023
[print] 0.1819788320117717
[print] 0.18196346696221452
[print] 0.18194835855264924
[print] 0.18193350042108064
[print] 0.18191888642391513
[print] 0.1819045106250073
[print] 0.1818903672862257
[print] 0.1818764508596387
[print] 0.18186275597948398
[print] 0.18184927745360224
[print] 0.1818360102557837
[print] 0.18182294951940653
[print] 0.1818100905311505
[print] 0.18179742872427257
[print] 0.1817849596723457
[print] 0.18177267908393385
[print] 0.18176058279748825
[print] 0.18174866677600027
[print] 0.18173692710193223
[print] 0.18172535997282424
[print] 0.18171396169713225
[print] 0.18170272868990267
[print] 0.18169165746859894
[print] 0.1816807446494069
[print] 0.18166998694377495
[print] 0.18165938115488672
[print] 0.1816489241742406
[print] 0.2641944203609669
[print] 0.2641944203609669
[print] 0.2641944203609669
[print] 0.2641944203609669
[print] 0.2948347619613206
[print] 0.2948347619613206
[print] 0.212495389412501
[print] 0.212495389412501
[print] 0.2398990567478458
[print] 0.2398990567478458
[print] 0.20180657585718348
[print] 0.20180657585718348
[print] 0.17227597962490662
[print] 0.17227597962490662
[print] 0.18087573822636258
[print] 0.18087573822636258
[print] 0.1715381719683554
[print] 0.1715381719683554
[print] 0.14232475492950789
[print] 0.14232475492950789
[print] 0.12123134606066212
[print] 0.12123134606066212
[print] 0.1232100140367554
[print] 0.1232100140367554
[print] 0.10644107120852836
[print] 0.10644107120852836
[print] 0.0761955890818241
[print] 0.0761955890818241
[print] 0.06616623398509802
[print] 0.06616623398509802
[print] 0.06608534687562759
[print] 0.06608534687562759
[print] 0.051741438069434396
[print] 0.051741438069434396
[print] 0.03590744626589623
[print] 0.03590744626589623
[print] 0.031400853851928985
[print] 0.031400853851928985
[print] 0.031885028361309804
[print] 0.031885028361309804
[print] 0.02906755340048711
[print] 0.02906755340048711
[print] 0.02295027727033072
[print] 0.02295027727033072
[print] 0.017551577797936837
[print] 0.017551577797936837
[print] 0.014652979028992357
[print] 0.014652979028992357
[print] 0.013409516164619426
[print] 0.013409516164619426
[print] 0.012403789459471707
[print] 0.012403789459471707
[print] 0.010940689525574615
[print] 0.010940689525574615
[print] 0.009147781059573274
[print] 0.009147781059573274
[print] 0.007446204705115552
[print] 0.007446204705115552
[print] 0.0061175115861594725
[print] 0.0061175115861594725
[print] 0.005218803497224868
[print] 0.005218803497224868
[print] 0.004674914326862974
[print] 0.004674914326862974
[print] 0.004370084403307909
[print] 0.004370084403307909
[print] 0.0041945546715674
[print] 0.0041945546715674
[print] 0.004062531084224333
[print] 0.004062531084224333
[print] 0.003918482422625734
[print] 0.003918482422625734
[print] 0.003737396898546684
[print] 0.003737396898546684
[print] 0.0035194889139395034
[print] 0.0035194889139395034
[print] 0.00328065970720329
[print] 0.00328065970720329
[print] 0.0030420254856666088
[print] 0.0030420254856666088
[print] 0.002821883897410151
[print] 0.002821883897410151
[print] 0.00263165827179022
[print] 0.00263165827179022
[print] 0.0024753598286019925
[print] 0.0024753598286019925
[print] 0.0023511375243687304
[print] 0.0023511375243687304
[print] 0.0022535435084182695
[print] 0.0022535435084182695
[print] 0.002175651032930314
[print] 0.002175651032930314
[print] 0.0021106496257880256
[print] 0.0021106496257880256
[print] 0.0020528441177708155
[print] 0.0020528441177708155
[print] 0.001998125817764448
[print] 0.001998125817764448
[print] 0.0019440369843305603
[print] 0.0019440369843305603
[print] 0.0018895621628948378
[print] 0.0018895621628948378
[print] 0.0018347720172855776
[print] 0.0018347720172855776
[print] 0.001780423879308418
[print] 0.001780423879308418
[print] 0.0017275936318602416
[print] 0.0017275936318602416
[print] 0.001677382243920144
[print] 0.001677382243920144
[print] 0.0016307132533671218
[print] 0.0016307132533671218
[print] 0.001588218162790045
[print] 0.001588218162790045
[print] 0.0015501955741463315
[print] 0.0015501955741463315
[print] 0.0015166254380935117
[print] 0.0015166254380935117
[print] 0.0014872197696518341
[print] 0.0014872197696518341
[print] 0.0014614934870461882
[print] 0.0014614934870461882
[print] 0.0014388421799209402
[print] 0.0014388421799209402
[print] 0.0014186167906135353
[print] 0.0014186167906135353
[print] 0.0014001880917793206
[print] 0.0014001880917793206
[print] 0.0013829964395727407
[print] 0.0013829964395727407
[print] 0.0013665846261768644
[print] 0.0013665846261768644
[print] 0.0013506137555193657
[print] 0.0013506137555193657
[print] 0.0013348638472505166
[print] 0.0013348638472505166
[print] 0.0013192222134158138
[print] 0.0013192222134158138
[print] 0.0013036634406772222
[print] 0.0013036634406772222
[print] 0.0012882250092337752
[print] 0.0012882250092337752
[print] 0.0012729822429246444
[print] 0.0012729822429246444
[print] 0.0012580255507574202
[print] 0.0012580255507574202
[print] 0.0012434419701816933
[print] 0.0012434419701816933
[print] 0.0012293020382424201
[print] 0.0012293020382424201
[print] 0.001215652143340673
[print] 0.001215652143340673
[print] 0.0012025118380141488
[print] 0.0012025118380141488
[print] 0.0011898751567294783
[print] 0.0011898751567294783
[print] 0.0011777147726921378
[print] 0.0011777147726921378
[print] 0.0011659878065569816
[print] 0.0011659878065569816
[print] 0.0011546422173405698
[print] 0.0011546422173405698
[print] 0.001143622910213481
[print] 0.001143622910213481
[print] 0.001132876941324537
[print] 0.001132876941324537
[print] 0.0011223574495119568
[print] 0.0011223574495119568
[print] 0.0011120261716710076
[print] 0.0011120261716710076
[print] 0.0011018545850765033
[print] 0.0011018545850765033
[print] 0.0010918238568959784
[print] 0.0010918238568959784
[print] 0.0010819238663741754
[print] 0.0010819238663741754
[print] 0.0010721516022576308
[print] 0.0010721516022576308
[print] 0.0010625092345491163
[print] 0.0010625092345491163
[print] 0.001053002125636508
[print] 0.001053002125636508
[print] 0.0010436369920762292
[print] 0.0010436369920762292
[print] 0.0010344203651788278
[print] 0.0010344203651788278
[print] 0.00102535743489292
[print] 0.00102535743489292
[print] 0.0010164513040580789
[print] 0.0010164513040580789
[print] 0.0010077026333235105
[print] 0.0010077026333235105
[print] 0.000999109623120873
