step,loss,accuracy,hidden,phase
0,0.275815,0.50,2,1
1,0.271487,0.50,2,1
2,0.267653,0.50,2,1
3,0.264307,0.50,2,1
4,0.261430,0.50,2,1
5,0.258988,0.50,2,1
6,0.256944,0.50,2,1
7,0.255252,0.50,2,1
8,0.253870,0.50,2,1
9,0.252758,0.50,2,1
10,0.251879,0.50,2,1
11,0.251200,0.50,2,1
12,0.250692,0.50,2,1
13,0.250328,0.50,2,1
14,0.250083,0.50,2,1
15,0.249935,0.50,2,1
16,0.249863,0.50,2,1
17,0.249847,0.50,2,1
18,0.249868,0.50,2,1
19,0.249910,0.50,2,1
20,0.249959,0.50,2,1
21,0.250002,0.50,2,1
22,0.250029,0.50,2,1
23,0.250032,0.50,2,1
24,0.250007,0.50,2,1
25,0.249952,0.50,2,1
26,0.249865,0.50,2,1
27,0.249747,0.50,2,1
28,0.249601,0.50,2,1
29,0.249427,0.50,2,1
30,0.249228,0.50,2,1
31,0.249006,0.50,2,1
32,0.248763,0.50,2,1
33,0.248499,0.50,2,1
34,0.248213,0.50,2,1
35,0.247904,0.50,2,1
36,0.247570,0.50,2,1
37,0.247208,0.50,2,1
38,0.246812,0.50,2,1
39,0.246379,0.50,2,1
40,0.245903,0.50,2,1
41,0.245380,0.50,2,1
42,0.244804,0.50,2,1
43,0.244170,0.50,2,1
44,0.243475,0.50,2,1
45,0.242715,0.50,2,1
46,0.241887,0.50,2,1
47,0.240989,0.50,2,1
48,0.240022,0.50,2,1
49,0.238985,0.50,2,1
50,0.237879,0.50,2,1
51,0.236706,0.50,2,1
52,0.235470,0.50,2,1
53,0.234174,0.50,2,1
54,0.232822,0.50,2,1
55,0.231420,0.50,2,1
56,0.229972,0.50,2,1
57,0.228483,0.50,2,1
58,0.226961,0.50,2,1
59,0.225410,0.50,2,1
60,0.223837,0.50,2,1
61,0.222248,0.50,2,1
62,0.220648,0.50,2,1
63,0.219043,0.50,2,1
64,0.217439,0.50,2,1
65,0.215840,0.50,2,1
66,0.214251,0.50,2,1
67,0.212676,0.50,2,1
68,0.211116,0.50,2,1
69,0.209575,0.50,2,1
70,0.208053,0.50,2,1
71,0.206551,0.50,2,1
72,0.205070,0.50,2,1
73,0.203607,0.50,2,1
74,0.202162,0.50,2,1
75,0.200735,0.50,2,1
76,0.199324,0.50,2,1
77,0.197929,0.50,2,1
78,0.196549,0.50,2,1
79,0.195186,0.50,2,1
80,0.193839,0.50,2,1
81,0.192509,0.50,2,1
82,0.191197,0.50,2,1
83,0.189903,0.50,2,1
84,0.188625,0.50,2,1
85,0.187363,0.50,2,1
86,0.186114,0.50,2,1
87,0.184877,0.50,2,1
88,0.183649,0.50,2,1
89,0.182427,0.50,2,1
90,0.181210,0.50,2,1
91,0.179996,0.50,2,1
92,0.178786,0.50,2,1
93,0.177578,0.50,2,1
94,0.176374,0.50,2,1
95,0.175175,0.50,2,1
96,0.173982,0.50,2,1
97,0.172796,0.50,2,1
98,0.171620,0.50,2,1
99,0.170454,0.50,2,1
100,0.169299,0.50,2,1
101,0.168158,0.50,2,1
102,0.167030,0.50,2,1
103,0.165918,0.50,2,1
104,0.164823,0.50,2,1
105,0.163747,0.50,2,1
106,0.162690,0.50,2,1
107,0.161655,0.50,2,1
108,0.160643,0.50,2,1
109,0.159655,0.50,2,1
110,0.158692,0.50,2,1
111,0.157756,0.50,2,1
112,0.156846,0.50,2,1
113,0.155963,0.50,2,1
114,0.155108,0.50,2,1
115,0.154280,0.50,2,1
116,0.153479,0.50,2,1
117,0.152705,0.50,2,1
118,0.151957,0.50,2,1
119,0.151236,0.50,2,1
120,0.150541,0.50,2,1
121,0.149870,0.50,2,1
122,0.149225,0.50,2,1
123,0.148603,0.50,2,1
124,0.148004,0.50,2,1
125,0.147428,0.50,2,1
126,0.146874,0.50,2,1
127,0.146341,0.50,2,1
128,0.145827,0.50,2,1
129,0.145334,0.50,2,1
130,0.144859,0.50,2,1
131,0.144401,0.50,2,1
132,0.143961,0.50,2,1
133,0.143538,0.50,2,1
134,0.143130,0.50,2,1
135,0.142737,0.50,2,1
136,0.142359,0.50,2,1
137,0.141994,0.50,2,1
138,0.141643,0.50,2,1
139,0.141304,0.50,2,1
140,0.140977,0.50,2,1
141,0.140661,0.50,2,1
142,0.140357,0.50,2,1
143,0.140063,0.50,2,1
144,0.139779,0.50,2,1
145,0.139504,0.50,2,1
146,0.139239,0.50,2,1
147,0.138982,0.50,2,1
148,0.138733,0.50,2,1
149,0.138493,0.50,2,1
150,0.138259,0.50,2,1
151,0.138034,0.50,2,1
152,0.137815,0.50,2,1
153,0.137602,0.50,2,1
154,0.137396,0.50,2,1
155,0.137196,0.50,2,1
156,0.137002,0.50,2,1
157,0.136814,0.50,2,1
158,0.136631,0.50,2,1
159,0.136452,0.50,2,1
160,0.136279,0.50,2,1
161,0.136111,0.50,2,1
162,0.135947,0.50,2,1
163,0.135787,0.50,2,1
164,0.135632,0.50,2,1
165,0.135480,0.50,2,1
166,0.135333,0.50,2,1
167,0.135189,0.50,2,1
168,0.135049,0.50,2,1
169,0.134912,0.50,2,1
170,0.134778,0.50,2,1
171,0.134648,0.50,2,1
172,0.134521,0.50,2,1
173,0.134396,0.50,2,1
174,0.134275,0.50,2,1
175,0.134156,0.50,2,1
176,0.134041,0.50,2,1
177,0.133927,0.50,2,1
178,0.133816,0.50,2,1
179,0.133708,0.50,2,1
180,0.133602,0.50,2,1
181,0.133498,0.50,2,1
182,0.133397,0.50,2,1
183,0.133297,0.50,2,1
184,0.133200,0.50,2,1
185,0.133104,0.50,2,1
186,0.133011,0.50,2,1
187,0.132919,0.50,2,1
188,0.132830,0.50,2,1
189,0.132742,0.50,2,1
190,0.132655,0.50,2,1
191,0.132571,0.50,2,1
192,0.132488,0.50,2,1
193,0.132406,0.50,2,1
194,0.132327,0.50,2,1
195,0.132248,0.50,2,1
196,0.132171,0.50,2,1
197,0.132096,0.50,2,1
198,0.132022,0.50,2,1
199,0.131949,0.50,2,1
200,0.131877,0.50,2,1
201,0.359630,0.50,16,2
