step,loss,accuracy,hidden,phase
0,0.258643,0.50,2,1
1,0.256166,0.50,2,1
2,0.254159,0.50,2,1
3,0.252577,0.50,2,1
4,0.251393,0.50,2,1
5,0.250590,0.50,2,1
6,0.250140,0.50,2,1
7,0.249994,0.50,2,1
8,0.250085,0.50,2,1
9,0.250320,0.50,2,1
10,0.250594,0.50,2,1
11,0.250826,0.50,2,1
12,0.250968,0.50,2,1
13,0.251010,0.50,2,1
14,0.250961,0.50,2,1
15,0.250844,0.50,2,1
16,0.250685,0.50,2,1
17,0.250509,0.50,2,1
18,0.250339,0.50,2,1
19,0.250190,0.50,2,1
20,0.250071,0.50,2,1
21,0.249986,0.50,2,1
22,0.249933,0.50,2,1
23,0.249907,0.50,2,1
24,0.249899,0.50,2,1
25,0.249898,0.50,2,1
26,0.249896,0.50,2,1
27,0.249881,0.50,2,1
28,0.249847,0.50,2,1
29,0.249786,0.50,2,1
30,0.249696,0.50,2,1
31,0.249573,0.50,2,1
32,0.249415,0.50,2,1
33,0.249221,0.50,2,1
34,0.248989,0.50,2,1
35,0.248718,0.50,2,1
36,0.248404,0.50,2,1
37,0.248043,0.50,2,1
38,0.247632,0.50,2,1
39,0.247166,0.50,2,1
40,0.246638,0.50,2,1
41,0.246043,0.50,2,1
42,0.245376,0.50,2,1
43,0.244631,0.50,2,1
44,0.243803,0.50,2,1
45,0.242889,0.50,2,1
46,0.241887,0.50,2,1
47,0.240795,0.50,2,1
48,0.239613,0.50,2,1
49,0.238345,0.50,2,1
50,0.236993,0.50,2,1
51,0.235561,0.50,2,1
52,0.234057,0.50,2,1
53,0.232486,0.50,2,1
54,0.230857,0.50,2,1
55,0.229177,0.50,2,1
56,0.227454,0.50,2,1
57,0.225697,0.50,2,1
58,0.223912,0.50,2,1
59,0.222108,0.50,2,1
60,0.220290,0.50,2,1
61,0.218465,0.50,2,1
62,0.216640,0.50,2,1
63,0.214818,0.50,2,1
64,0.213007,0.50,2,1
65,0.211211,0.50,2,1
66,0.209435,0.50,2,1
67,0.207684,0.50,2,1
68,0.205959,0.50,2,1
69,0.204263,0.50,2,1
70,0.202597,0.50,2,1
71,0.200959,0.50,2,1
72,0.199352,0.50,2,1
73,0.197774,0.50,2,1
74,0.196229,0.50,2,1
75,0.194716,0.50,2,1
76,0.193238,0.50,2,1
77,0.191793,0.50,2,1
78,0.190378,0.50,2,1
79,0.188992,0.50,2,1
80,0.187631,0.50,2,1
81,0.186296,0.50,2,1
82,0.184984,0.50,2,1
83,0.183693,0.50,2,1
84,0.182420,0.50,2,1
85,0.181161,0.50,2,1
86,0.179912,0.50,2,1
87,0.178671,0.50,2,1
88,0.177436,0.50,2,1
89,0.176205,0.50,2,1
90,0.174979,0.50,2,1
91,0.173759,0.50,2,1
92,0.172543,0.50,2,1
93,0.171333,0.50,2,1
94,0.170128,0.50,2,1
95,0.168929,0.50,2,1
96,0.167738,0.50,2,1
97,0.166555,0.50,2,1
98,0.165384,0.50,2,1
99,0.164226,0.50,2,1
100,0.163082,0.50,2,1
101,0.161955,0.50,2,1
102,0.160846,0.50,2,1
103,0.159758,0.50,2,1
104,0.158693,0.50,2,1
105,0.157653,0.50,2,1
106,0.156640,0.50,2,1
107,0.155654,0.50,2,1
108,0.154699,0.50,2,1
109,0.153773,0.50,2,1
110,0.152878,0.50,2,1
111,0.152015,0.50,2,1
112,0.151183,0.50,2,1
113,0.150382,0.50,2,1
