step,loss,accuracy,hidden,phase
0,0.256673,0.50,2,1
1,0.254521,0.50,2,1
2,0.252859,0.50,2,1
3,0.251646,0.50,2,1
4,0.250829,0.50,2,1
5,0.250342,0.50,2,1
6,0.250120,0.50,2,1
7,0.250095,0.50,2,1
8,0.250197,0.50,2,1
9,0.250362,0.50,2,1
10,0.250534,0.50,2,1
11,0.250674,0.50,2,1
12,0.250758,0.50,2,1
13,0.250778,0.50,2,1
14,0.250740,0.50,2,1
15,0.250654,0.50,2,1
16,0.250538,0.50,2,1
17,0.250407,0.50,2,1
18,0.250276,0.50,2,1
19,0.250156,0.50,2,1
20,0.250055,0.50,2,1
21,0.249978,0.50,2,1
22,0.249924,0.50,2,1
23,0.249891,0.50,2,1
24,0.249873,0.50,2,1
25,0.249864,0.50,2,1
26,0.249857,0.50,2,1
27,0.249844,0.50,2,1
28,0.249820,0.50,2,1
29,0.249777,0.50,2,1
30,0.249712,0.50,2,1
31,0.249620,0.50,2,1
32,0.249497,0.50,2,1
33,0.249338,0.50,2,1
34,0.249140,0.50,2,1
35,0.248896,0.50,2,1
36,0.248602,0.50,2,1
37,0.248250,0.50,2,1
38,0.247833,0.50,2,1
39,0.247345,0.50,2,1
40,0.246779,0.50,2,1
41,0.246127,0.50,2,1
42,0.245385,0.50,2,1
43,0.244546,0.50,2,1
44,0.243607,0.50,2,1
45,0.242565,0.50,2,1
46,0.241421,0.50,2,1
47,0.240175,0.50,2,1
48,0.238831,0.50,2,1
49,0.237393,0.50,2,1
50,0.235867,0.50,2,1
51,0.234262,0.50,2,1
52,0.232586,0.50,2,1
53,0.230847,0.50,2,1
54,0.229056,0.50,2,1
55,0.227220,0.50,2,1
56,0.225348,0.50,2,1
57,0.223447,0.50,2,1
58,0.221523,0.50,2,1
59,0.219584,0.50,2,1
60,0.217634,0.50,2,1
61,0.215681,0.50,2,1
62,0.213730,0.50,2,1
63,0.211787,0.50,2,1
64,0.209857,0.50,2,1
65,0.207944,0.50,2,1
66,0.206048,0.50,2,1
67,0.204168,0.50,2,1
68,0.202301,0.50,2,1
69,0.200445,0.50,2,1
70,0.198598,0.50,2,1
71,0.196759,0.50,2,1
72,0.194930,0.50,2,1
73,0.193113,0.50,2,1
74,0.191311,0.50,2,1
75,0.189528,0.50,2,1
76,0.187767,0.50,2,1
77,0.186029,0.50,2,1
78,0.184315,0.50,2,1
79,0.182624,0.50,2,1
80,0.180958,0.50,2,1
81,0.179317,0.50,2,1
82,0.177703,0.50,2,1
83,0.176120,0.50,2,1
84,0.174570,0.50,2,1
85,0.173056,0.50,2,1
86,0.171578,0.50,2,1
87,0.170136,0.50,2,1
88,0.168731,0.50,2,1
89,0.167363,0.50,2,1
90,0.166034,0.50,2,1
91,0.164745,0.50,2,1
92,0.163497,0.50,2,1
93,0.162290,0.50,2,1
94,0.161125,0.50,2,1
95,0.160001,0.50,2,1
96,0.158918,0.50,2,1
97,0.157875,0.50,2,1
98,0.156871,0.50,2,1
99,0.155906,0.50,2,1
100,0.154978,0.50,2,1
101,0.154087,0.50,2,1
102,0.153233,0.50,2,1
103,0.152413,0.50,2,1
104,0.151626,0.50,2,1
105,0.150872,0.50,2,1
106,0.150150,0.50,2,1
107,0.149457,0.50,2,1
108,0.148792,0.50,2,1
109,0.148155,0.50,2,1
110,0.147544,0.50,2,1
111,0.146959,0.50,2,1
112,0.146397,0.50,2,1
113,0.145858,0.50,2,1
114,0.145341,0.50,2,1
115,0.144845,0.50,2,1
116,0.144369,0.50,2,1
117,0.143912,0.50,2,1
118,0.143472,0.50,2,1
119,0.143050,0.50,2,1
120,0.142644,0.50,2,1
121,0.142253,0.50,2,1
122,0.141877,0.50,2,1
123,0.141515,0.50,2,1
124,0.141166,0.50,2,1
125,0.140831,0.50,2,1
126,0.140507,0.50,2,1
127,0.140194,0.50,2,1
128,0.139893,0.50,2,1
129,0.139602,0.50,2,1
130,0.139321,0.50,2,1
131,0.139050,0.50,2,1
132,0.138787,0.50,2,1
133,0.138534,0.50,2,1
134,0.138288,0.50,2,1
135,0.138051,0.50,2,1
136,0.137820,0.50,2,1
137,0.137597,0.50,2,1
138,0.137381,0.50,2,1
139,0.137172,0.50,2,1
140,0.136969,0.50,2,1
141,0.136771,0.50,2,1
142,0.136580,0.50,2,1
143,0.136394,0.50,2,1
144,0.136213,0.50,2,1
145,0.136038,0.50,2,1
146,0.135867,0.50,2,1
147,0.135701,0.50,2,1
148,0.135539,0.50,2,1
149,0.135382,0.50,2,1
150,0.135229,0.50,2,1
151,0.135080,0.50,2,1
152,0.134935,0.50,2,1
153,0.134793,0.50,2,1
154,0.134655,0.50,2,1
155,0.134520,0.50,2,1
156,0.134389,0.50,2,1
157,0.134261,0.50,2,1
158,0.134136,0.50,2,1
159,0.134013,0.50,2,1
160,0.133894,0.50,2,1
161,0.133778,0.50,2,1
162,0.133664,0.50,2,1
163,0.133552,0.50,2,1
164,0.133444,0.50,2,1
165,0.133337,0.50,2,1
166,0.133233,0.50,2,1
167,0.133131,0.50,2,1
168,0.133032,0.50,2,1
169,0.132934,0.50,2,1
170,0.132839,0.50,2,1
171,0.132745,0.50,2,1
172,0.132654,0.50,2,1
173,0.132564,0.50,2,1
174,0.132476,0.50,2,1
175,0.132390,0.50,2,1
176,0.132305,0.50,2,1
177,0.132223,0.50,2,1
178,0.132142,0.50,2,1
179,0.132062,0.50,2,1
180,0.131984,0.50,2,1
181,0.131907,0.50,2,1
182,0.131832,0.50,2,1
183,0.131758,0.50,2,1
184,0.131686,0.50,2,1
185,0.131615,0.50,2,1
186,0.131545,0.50,2,1
187,0.131476,0.50,2,1
188,0.131409,0.50,2,1
189,0.131343,0.50,2,1
190,0.131278,0.50,2,1
191,0.131214,0.50,2,1
192,0.131151,0.50,2,1
