step,loss,accuracy,hidden,phase
0,0.250484,0.50,2,1
1,0.250097,0.50,2,1
2,0.250030,0.50,2,1
3,0.250111,0.50,2,1
4,0.250151,0.50,2,1
5,0.250113,0.50,2,1
6,0.250042,0.50,2,1
7,0.249985,0.50,2,1
8,0.249963,0.50,2,1
9,0.249969,0.50,2,1
10,0.249985,0.50,2,1
11,0.249989,0.50,2,1
12,0.249974,0.50,2,1
13,0.249943,0.50,2,1
14,0.249905,0.50,2,1
15,0.249866,0.50,2,1
16,0.249827,0.50,2,1
17,0.249784,0.50,2,1
18,0.249726,0.50,2,1
19,0.249643,0.50,2,1
20,0.249522,0.50,2,1
21,0.249355,0.50,2,1
22,0.249133,0.50,2,1
23,0.248848,0.50,2,1
24,0.248490,0.50,2,1
25,0.248049,0.50,2,1
26,0.247515,0.50,2,1
27,0.246877,0.50,2,1
28,0.246125,0.50,2,1
29,0.245255,0.50,2,1
30,0.244260,0.50,2,1
31,0.243137,0.50,2,1
32,0.241885,0.50,2,1
33,0.240499,0.50,2,1
34,0.238980,0.50,2,1
35,0.237331,0.50,2,1
36,0.235561,0.50,2,1
37,0.233678,0.50,2,1
38,0.231694,0.50,2,1
39,0.229617,0.50,2,1
40,0.227455,0.50,2,1
41,0.225214,0.50,2,1
42,0.222904,0.50,2,1
43,0.220538,0.50,2,1
44,0.218129,0.50,2,1
45,0.215691,0.50,2,1
46,0.213236,0.50,2,1
47,0.210774,0.50,2,1
48,0.208317,0.50,2,1
49,0.205872,0.50,2,1
50,0.203448,0.50,2,1
51,0.201055,0.50,2,1
52,0.198698,0.50,2,1
53,0.196384,0.50,2,1
54,0.194115,0.50,2,1
55,0.191897,0.50,2,1
56,0.189732,0.50,2,1
57,0.187624,0.50,2,1
58,0.185575,0.50,2,1
59,0.183588,0.50,2,1
60,0.181663,0.50,2,1
61,0.179802,0.50,2,1
62,0.178004,0.50,2,1
63,0.176268,0.50,2,1
64,0.174594,0.50,2,1
65,0.172981,0.50,2,1
66,0.171428,0.50,2,1
67,0.169934,0.50,2,1
68,0.168498,0.50,2,1
69,0.167118,0.50,2,1
70,0.165792,0.50,2,1
71,0.164519,0.50,2,1
72,0.163297,0.50,2,1
73,0.162125,0.50,2,1
74,0.161000,0.50,2,1
75,0.159920,0.50,2,1
76,0.158885,0.50,2,1
77,0.157892,0.50,2,1
78,0.156939,0.50,2,1
79,0.156026,0.50,2,1
80,0.155149,0.50,2,1
81,0.154308,0.50,2,1
82,0.153501,0.50,2,1
83,0.152727,0.50,2,1
84,0.151984,0.50,2,1
85,0.151270,0.50,2,1
86,0.150585,0.50,2,1
87,0.149928,0.50,2,1
88,0.149295,0.50,2,1
89,0.148688,0.50,2,1
90,0.148104,0.50,2,1
91,0.147543,0.50,2,1
92,0.147003,0.50,2,1
93,0.146483,0.50,2,1
94,0.145983,0.50,2,1
95,0.145502,0.50,2,1
96,0.145038,0.50,2,1
97,0.144591,0.50,2,1
98,0.144160,0.50,2,1
99,0.143745,0.50,2,1
100,0.143344,0.50,2,1
101,0.142957,0.50,2,1
102,0.142584,0.50,2,1
103,0.142224,0.50,2,1
104,0.141875,0.50,2,1
105,0.141539,0.50,2,1
106,0.141213,0.50,2,1
107,0.140899,0.50,2,1
108,0.140594,0.50,2,1
109,0.140299,0.50,2,1
110,0.140014,0.50,2,1
111,0.139737,0.50,2,1
112,0.139469,0.50,2,1
113,0.139209,0.50,2,1
114,0.138958,0.50,2,1
115,0.138713,0.50,2,1
116,0.138476,0.50,2,1
117,0.138246,0.50,2,1
118,0.138022,0.50,2,1
119,0.137805,0.50,2,1
120,0.137594,0.50,2,1
121,0.137389,0.50,2,1
122,0.137189,0.50,2,1
123,0.136995,0.50,2,1
124,0.136806,0.50,2,1
125,0.136623,0.50,2,1
126,0.136444,0.50,2,1
127,0.136269,0.50,2,1
128,0.136100,0.50,2,1
129,0.135934,0.50,2,1
130,0.135773,0.50,2,1
131,0.135616,0.50,2,1
132,0.135462,0.50,2,1
133,0.135313,0.50,2,1
134,0.135167,0.50,2,1
135,0.135024,0.50,2,1
136,0.134885,0.50,2,1
137,0.134749,0.50,2,1
138,0.134616,0.50,2,1
139,0.134487,0.50,2,1
140,0.134360,0.50,2,1
141,0.134236,0.50,2,1
142,0.134115,0.50,2,1
143,0.133997,0.50,2,1
144,0.133881,0.50,2,1
145,0.133767,0.50,2,1
146,0.133657,0.50,2,1
147,0.133548,0.50,2,1
148,0.133442,0.50,2,1
149,0.133338,0.50,2,1
150,0.133236,0.50,2,1
151,0.133136,0.50,2,1
152,0.133038,0.50,2,1
153,0.132943,0.50,2,1
154,0.132849,0.50,2,1
155,0.132757,0.50,2,1
156,0.132666,0.50,2,1
157,0.132578,0.50,2,1
158,0.132491,0.50,2,1
159,0.132406,0.50,2,1
160,0.132323,0.50,2,1
161,0.132241,0.50,2,1
162,0.132160,0.50,2,1
163,0.132081,0.50,2,1
164,0.132004,0.50,2,1
165,0.131928,0.50,2,1
166,0.131853,0.50,2,1
167,0.131780,0.50,2,1
168,0.131708,0.50,2,1
169,0.131637,0.50,2,1
170,0.131568,0.50,2,1
171,0.131499,0.50,2,1
172,0.131432,0.50,2,1
173,0.131366,0.50,2,1
174,0.131301,0.50,2,1
175,0.131237,0.50,2,1
176,0.131175,0.50,2,1
177,0.131113,0.50,2,1
178,0.131052,0.50,2,1
179,0.130993,0.50,2,1
180,0.130934,0.50,2,1
181,0.130876,0.50,2,1
182,0.130820,0.50,2,1
183,0.130764,0.50,2,1
