step,loss,accuracy,hidden,phase
0,0.283781,0.50,2,1
1,0.278493,0.50,2,1
2,0.273755,0.50,2,1
3,0.269582,0.50,2,1
4,0.265969,0.50,2,1
5,0.262893,0.50,2,1
6,0.260315,0.50,2,1
7,0.258182,0.50,2,1
8,0.256440,0.50,2,1
9,0.255030,0.50,2,1
10,0.253899,0.50,2,1
11,0.252999,0.50,2,1
12,0.252290,0.50,2,1
13,0.251739,0.50,2,1
14,0.251317,0.50,2,1
15,0.251004,0.50,2,1
16,0.250779,0.50,2,1
17,0.250627,0.50,2,1
18,0.250534,0.50,2,1
19,0.250487,0.50,2,1
20,0.250473,0.50,2,1
21,0.250482,0.50,2,1
22,0.250504,0.50,2,1
23,0.250531,0.50,2,1
24,0.250554,0.50,2,1
25,0.250567,0.50,2,1
26,0.250565,0.50,2,1
27,0.250545,0.50,2,1
28,0.250503,0.50,2,1
29,0.250439,0.50,2,1
30,0.250352,0.50,2,1
31,0.250242,0.50,2,1
32,0.250111,0.50,2,1
33,0.249960,0.50,2,1
34,0.249790,0.50,2,1
35,0.249604,0.50,2,1
36,0.249404,0.50,2,1
37,0.249190,0.50,2,1
38,0.248963,0.50,2,1
39,0.248725,0.50,2,1
40,0.248475,0.50,2,1
41,0.248212,0.50,2,1
42,0.247936,0.50,2,1
43,0.247643,0.50,2,1
44,0.247332,0.50,2,1
45,0.247000,0.50,2,1
46,0.246642,0.50,2,1
47,0.246254,0.50,2,1
48,0.245833,0.50,2,1
49,0.245374,0.50,2,1
50,0.244872,0.50,2,1
51,0.244324,0.50,2,1
52,0.243726,0.50,2,1
53,0.243075,0.50,2,1
54,0.242368,0.50,2,1
55,0.241603,0.50,2,1
56,0.240779,0.50,2,1
57,0.239895,0.50,2,1
58,0.238951,0.50,2,1
59,0.237949,0.50,2,1
60,0.236890,0.50,2,1
61,0.235777,0.50,2,1
62,0.234612,0.50,2,1
63,0.233398,0.50,2,1
64,0.232140,0.50,2,1
65,0.230842,0.50,2,1
66,0.229507,0.50,2,1
67,0.228140,0.50,2,1
68,0.226746,0.50,2,1
69,0.225328,0.50,2,1
70,0.223891,0.50,2,1
71,0.222439,0.50,2,1
72,0.220976,0.50,2,1
73,0.219504,0.50,2,1
74,0.218028,0.50,2,1
75,0.216550,0.50,2,1
76,0.215073,0.50,2,1
77,0.213599,0.50,2,1
78,0.212129,0.50,2,1
79,0.210665,0.50,2,1
80,0.209209,0.50,2,1
81,0.207762,0.50,2,1
82,0.206324,0.50,2,1
83,0.204896,0.50,2,1
84,0.203479,0.50,2,1
85,0.202073,0.50,2,1
86,0.200678,0.50,2,1
87,0.199295,0.50,2,1
88,0.197924,0.50,2,1
89,0.196564,0.50,2,1
90,0.195218,0.50,2,1
91,0.193883,0.50,2,1
92,0.192560,0.50,2,1
93,0.191249,0.50,2,1
94,0.189950,0.50,2,1
95,0.188663,0.50,2,1
96,0.187387,0.50,2,1
97,0.186122,0.50,2,1
98,0.184868,0.50,2,1
99,0.183625,0.50,2,1
100,0.182393,0.50,2,1
101,0.181171,0.50,2,1
102,0.179962,0.50,2,1
103,0.178764,0.50,2,1
104,0.177578,0.50,2,1
105,0.176406,0.50,2,1
106,0.175247,0.50,2,1
107,0.174104,0.50,2,1
108,0.172975,0.50,2,1
109,0.171863,0.50,2,1
110,0.170769,0.50,2,1
111,0.169692,0.50,2,1
112,0.168633,0.50,2,1
113,0.167594,0.50,2,1
114,0.166575,0.50,2,1
115,0.165576,0.50,2,1
116,0.164598,0.50,2,1
117,0.163642,0.50,2,1
118,0.162707,0.50,2,1
119,0.161794,0.50,2,1
120,0.160904,0.50,2,1
121,0.160037,0.50,2,1
122,0.159193,0.50,2,1
123,0.158371,0.50,2,1
124,0.157573,0.50,2,1
125,0.156797,0.50,2,1
126,0.156043,0.50,2,1
127,0.155312,0.50,2,1
128,0.154603,0.50,2,1
129,0.153915,0.50,2,1
130,0.153249,0.50,2,1
131,0.152604,0.50,2,1
132,0.151979,0.50,2,1
133,0.151373,0.50,2,1
134,0.150787,0.50,2,1
135,0.150220,0.50,2,1
136,0.149672,0.50,2,1
137,0.149141,0.50,2,1
138,0.148627,0.50,2,1
139,0.148130,0.50,2,1
140,0.147648,0.50,2,1
141,0.147183,0.50,2,1
142,0.146732,0.50,2,1
143,0.146296,0.50,2,1
144,0.145874,0.50,2,1
145,0.145465,0.50,2,1
146,0.145069,0.50,2,1
147,0.144686,0.50,2,1
148,0.144315,0.50,2,1
149,0.143955,0.50,2,1
150,0.143606,0.50,2,1
151,0.143268,0.50,2,1
152,0.142940,0.50,2,1
153,0.142622,0.50,2,1
154,0.142314,0.50,2,1
155,0.142014,0.50,2,1
156,0.141724,0.50,2,1
157,0.141442,0.50,2,1
158,0.141167,0.50,2,1
159,0.140901,0.50,2,1
160,0.140642,0.50,2,1
161,0.140391,0.50,2,1
162,0.140146,0.50,2,1
163,0.139908,0.50,2,1
164,0.139677,0.50,2,1
165,0.139451,0.50,2,1
166,0.139232,0.50,2,1
167,0.139019,0.50,2,1
168,0.138810,0.50,2,1
169,0.138608,0.50,2,1
170,0.138410,0.50,2,1
171,0.138218,0.50,2,1
172,0.138030,0.50,2,1
173,0.137846,0.50,2,1
174,0.137668,0.50,2,1
175,0.137493,0.50,2,1
176,0.137323,0.50,2,1
177,0.137157,0.50,2,1
178,0.136994,0.50,2,1
179,0.136836,0.50,2,1
180,0.136681,0.50,2,1
181,0.136529,0.50,2,1
182,0.136381,0.50,2,1
183,0.136236,0.50,2,1
184,0.136094,0.50,2,1
185,0.135956,0.50,2,1
186,0.135820,0.50,2,1
187,0.135688,0.50,2,1
188,0.135558,0.50,2,1
189,0.135430,0.50,2,1
190,0.135306,0.50,2,1
191,0.135184,0.50,2,1
192,0.135064,0.50,2,1
193,0.134947,0.50,2,1
194,0.134832,0.50,2,1
195,0.134720,0.50,2,1
196,0.134610,0.50,2,1
197,0.134501,0.50,2,1
198,0.134395,0.50,2,1
199,0.134291,0.50,2,1
200,0.341531,0.50,2,1
201,0.317614,0.50,16,2
202,0.289244,0.50,16,2
203,0.260457,0.50,16,2
204,0.235581,0.50,16,2
205,0.217701,0.50,16,2
206,0.208500,0.50,16,2
207,0.202419,0.50,16,2
208,0.194974,0.50,16,2
209,0.186027,0.50,16,2
210,0.175631,0.50,16,2
211,0.164711,0.50,16,2
212,0.154059,0.50,16,2
213,0.143726,0.50,16,2
214,0.134199,0.50,16,2
215,0.125398,0.50,16,2
216,0.117322,0.50,16,2
217,0.109678,0.50,16,2
218,0.102013,0.50,16,2
219,0.094296,0.75,16,2
220,0.086662,0.75,16,2
221,0.079799,0.75,16,2
222,0.073736,0.75,16,2
223,0.068459,0.75,16,2
224,0.063795,0.75,16,2
225,0.059472,0.75,16,2
226,0.055317,0.75,16,2
227,0.051115,0.75,16,2
228,0.046827,0.75,16,2
229,0.042579,0.75,16,2
230,0.038617,0.75,16,2
231,0.035173,0.75,16,2
232,0.032293,0.75,16,2
233,0.029838,0.75,16,2
234,0.027594,0.75,16,2
235,0.025397,0.75,16,2
236,0.023213,0.75,16,2
237,0.021091,0.75,16,2
238,0.019099,0.75,16,2
239,0.017274,0.75,16,2
240,0.015604,0.75,16,2
241,0.014060,0.75,16,2
242,0.012630,0.75,16,2
243,0.011319,0.75,16,2
244,0.010135,0.75,16,2
245,0.009084,1.00,16,2
246,0.008163,1.00,16,2
247,0.007362,1.00,16,2
248,0.006663,1.00,16,2
249,0.006047,1.00,16,2
250,0.005500,1.00,16,2
251,0.005011,1.00,16,2
252,0.004575,1.00,16,2
253,0.004185,1.00,16,2
254,0.003837,1.00,16,2
255,0.003526,1.00,16,2
256,0.003250,1.00,16,2
257,0.003006,1.00,16,2
258,0.002789,1.00,16,2
259,0.002598,1.00,16,2
260,0.002428,1.00,16,2
261,0.002276,1.00,16,2
262,0.002141,1.00,16,2
263,0.002019,1.00,16,2
264,0.001910,1.00,16,2
265,0.001811,1.00,16,2
266,0.001721,1.00,16,2
267,0.001640,1.00,16,2
268,0.001565,1.00,16,2
269,0.001498,1.00,16,2
270,0.001435,1.00,16,2
271,0.001378,1.00,16,2
272,0.001326,1.00,16,2
273,0.001278,1.00,16,2
274,0.001233,1.00,16,2
275,0.001192,1.00,16,2
276,0.001154,1.00,16,2
277,0.001119,1.00,16,2
278,0.001086,1.00,16,2
279,0.001056,1.00,16,2
280,0.001027,1.00,16,2
281,0.001001,1.00,16,2
282,0.000975,1.00,16,2
283,0.000952,1.00,16,2
284,0.000929,1.00,16,2
285,0.000908,1.00,16,2
286,0.000888,1.00,16,2
287,0.000869,1.00,16,2
288,0.000851,1.00,16,2
289,0.000834,1.00,16,2
290,0.000818,1.00,16,2
291,0.000802,1.00,16,2
292,0.000787,1.00,16,2
293,0.000773,1.00,16,2
294,0.000759,1.00,16,2
295,0.000745,1.00,16,2
296,0.000733,1.00,16,2
297,0.000720,1.00,16,2
298,0.000709,1.00,16,2
299,0.000697,1.00,16,2
300,0.000686,1.00,16,2
301,0.000676,1.00,16,2
302,0.000665,1.00,16,2
303,0.000656,1.00,16,2
304,0.000646,1.00,16,2
305,0.000637,1.00,16,2
306,0.000628,1.00,16,2
307,0.000619,1.00,16,2
308,0.000610,1.00,16,2
309,0.000602,1.00,16,2
310,0.000594,1.00,16,2
311,0.000586,1.00,16,2
312,0.000578,1.00,16,2
313,0.000571,1.00,16,2
314,0.000564,1.00,16,2
315,0.000557,1.00,16,2
316,0.000550,1.00,16,2
317,0.000543,1.00,16,2
318,0.000536,1.00,16,2
319,0.000530,1.00,16,2
320,0.000523,1.00,16,2
