step,loss,accuracy,hidden,phase
0,0.251868,0.50,2,1
1,0.250242,0.50,2,1
2,0.249072,0.50,2,1
3,0.248402,0.50,2,1
4,0.248180,0.50,2,1
5,0.248192,0.50,2,1
6,0.248151,0.50,2,1
7,0.247900,0.50,2,1
8,0.247448,0.50,2,1
9,0.246879,0.50,2,1
10,0.246287,0.50,2,1
11,0.245738,0.50,2,1
12,0.245257,0.50,2,1
13,0.244828,0.50,2,1
14,0.244407,0.50,2,1
15,0.243947,0.50,2,1
16,0.243413,0.50,2,1
17,0.242795,0.50,2,1
18,0.242100,0.50,2,1
19,0.241349,0.50,2,1
20,0.240565,0.50,2,1
21,0.239767,0.50,2,1
22,0.238962,0.50,2,1
23,0.238144,0.50,2,1
24,0.237303,0.50,2,1
25,0.236420,0.50,2,1
26,0.235486,0.50,2,1
27,0.234496,0.50,2,1
28,0.233459,0.50,2,1
29,0.232385,0.50,2,1
30,0.231288,0.50,2,1
31,0.230176,0.50,2,1
32,0.229052,0.50,2,1
33,0.227912,0.50,2,1
34,0.226750,0.50,2,1
35,0.225563,0.50,2,1
36,0.224350,0.50,2,1
37,0.223120,0.50,2,1
38,0.221879,0.50,2,1
39,0.220636,0.50,2,1
40,0.219391,0.50,2,1
41,0.218141,0.50,2,1
42,0.216884,0.50,2,1
43,0.215618,0.50,2,1
44,0.214349,0.50,2,1
45,0.213082,0.50,2,1
46,0.211823,0.50,2,1
47,0.210570,0.50,2,1
48,0.209319,0.50,2,1
49,0.208065,0.50,2,1
50,0.206811,0.50,2,1
51,0.205560,0.50,2,1
52,0.204314,0.50,2,1
53,0.203068,0.50,2,1
54,0.201818,0.50,2,1
55,0.200564,0.50,2,1
56,0.199310,0.50,2,1
57,0.198060,0.50,2,1
58,0.196816,0.50,2,1
59,0.195579,0.50,2,1
60,0.194350,0.50,2,1
61,0.193134,0.50,2,1
62,0.191937,0.50,2,1
63,0.190758,0.50,2,1
64,0.189594,0.50,2,1
65,0.188442,0.50,2,1
66,0.187299,0.50,2,1
67,0.186163,0.50,2,1
68,0.185027,0.50,2,1
69,0.183891,0.50,2,1
70,0.182758,0.50,2,1
71,0.181631,0.50,2,1
72,0.180515,0.50,2,1
73,0.179412,0.50,2,1
74,0.178326,0.50,2,1
75,0.177256,0.50,2,1
76,0.176198,0.50,2,1
77,0.175148,0.50,2,1
78,0.174102,0.50,2,1
79,0.173058,0.50,2,1
80,0.172020,0.50,2,1
81,0.170989,0.50,2,1
82,0.169971,0.50,2,1
83,0.168968,0.50,2,1
84,0.167976,0.50,2,1
85,0.166994,0.50,2,1
86,0.166019,0.50,2,1
87,0.165046,0.50,2,1
88,0.164080,0.50,2,1
89,0.163122,0.50,2,1
90,0.162175,0.50,2,1
91,0.161240,0.50,2,1
92,0.160314,0.50,2,1
93,0.159395,0.50,2,1
94,0.158480,0.50,2,1
95,0.157572,0.50,2,1
96,0.156672,0.50,2,1
