step,loss,accuracy,hidden,phase
0,0.264731,0.50,2,1
1,0.261813,0.50,2,1
2,0.259350,0.50,2,1
3,0.257300,0.50,2,1
4,0.255602,0.50,2,1
5,0.254199,0.50,2,1
6,0.253049,0.50,2,1
7,0.252125,0.50,2,1
8,0.251404,0.50,2,1
9,0.250866,0.50,2,1
10,0.250490,0.50,2,1
11,0.250256,0.50,2,1
12,0.250141,0.50,2,1
13,0.250121,0.50,2,1
14,0.250171,0.50,2,1
15,0.250265,0.50,2,1
16,0.250379,0.50,2,1
17,0.250491,0.50,2,1
18,0.250583,0.50,2,1
19,0.250643,0.50,2,1
20,0.250663,0.50,2,1
21,0.250641,0.50,2,1
22,0.250579,0.50,2,1
23,0.250482,0.50,2,1
24,0.250357,0.50,2,1
25,0.250213,0.50,2,1
26,0.250058,0.50,2,1
27,0.249898,0.50,2,1
28,0.249741,0.50,2,1
29,0.249590,0.50,2,1
30,0.249448,0.50,2,1
31,0.249315,0.50,2,1
32,0.249189,0.50,2,1
33,0.249067,0.50,2,1
34,0.248943,0.50,2,1
35,0.248811,0.50,2,1
36,0.248662,0.50,2,1
37,0.248490,0.50,2,1
38,0.248285,0.50,2,1
39,0.248039,0.50,2,1
40,0.247742,0.50,2,1
41,0.247387,0.50,2,1
42,0.246967,0.50,2,1
43,0.246474,0.50,2,1
44,0.245902,0.50,2,1
45,0.245244,0.50,2,1
46,0.244496,0.50,2,1
47,0.243653,0.50,2,1
48,0.242710,0.50,2,1
49,0.241667,0.50,2,1
50,0.240519,0.50,2,1
51,0.239266,0.50,2,1
52,0.237908,0.50,2,1
53,0.236447,0.50,2,1
54,0.234883,0.50,2,1
55,0.233220,0.50,2,1
56,0.231464,0.50,2,1
57,0.229618,0.50,2,1
58,0.227691,0.50,2,1
59,0.225689,0.50,2,1
60,0.223621,0.50,2,1
61,0.221498,0.50,2,1
62,0.219327,0.50,2,1
63,0.217120,0.50,2,1
64,0.214887,0.50,2,1
65,0.212637,0.50,2,1
66,0.210380,0.50,2,1
67,0.208125,0.50,2,1
68,0.205878,0.50,2,1
69,0.203649,0.50,2,1
70,0.201443,0.50,2,1
71,0.199265,0.50,2,1
72,0.197122,0.50,2,1
73,0.195017,0.50,2,1
74,0.192955,0.50,2,1
75,0.190938,0.50,2,1
76,0.188969,0.50,2,1
77,0.187050,0.50,2,1
78,0.185182,0.50,2,1
79,0.183366,0.50,2,1
80,0.181602,0.50,2,1
81,0.179892,0.50,2,1
82,0.178234,0.50,2,1
83,0.176630,0.50,2,1
84,0.175078,0.50,2,1
85,0.173578,0.50,2,1
86,0.172129,0.50,2,1
87,0.170732,0.50,2,1
88,0.169384,0.50,2,1
89,0.168085,0.50,2,1
90,0.166834,0.50,2,1
