step,loss,accuracy,hidden,phase
0,0.250132,0.50,2,1
1,0.249999,0.50,2,1
2,0.250076,0.50,2,1
3,0.250051,0.50,2,1
4,0.249984,0.50,2,1
5,0.249958,0.50,2,1
6,0.249972,0.50,2,1
7,0.249964,0.50,2,1
8,0.249915,0.50,2,1
9,0.249852,0.50,2,1
10,0.249801,0.50,2,1
11,0.249754,0.50,2,1
12,0.249686,0.50,2,1
13,0.249580,0.50,2,1
14,0.249443,0.50,2,1
15,0.249280,0.50,2,1
16,0.249086,0.50,2,1
17,0.248845,0.50,2,1
18,0.248543,0.50,2,1
19,0.248176,0.50,2,1
20,0.247742,0.50,2,1
21,0.247239,0.50,2,1
22,0.246665,0.50,2,1
23,0.246015,0.50,2,1
24,0.245285,0.50,2,1
25,0.244475,0.50,2,1
26,0.243582,0.50,2,1
27,0.242608,0.50,2,1
28,0.241554,0.50,2,1
29,0.240420,0.50,2,1
30,0.239212,0.50,2,1
31,0.237932,0.50,2,1
32,0.236585,0.50,2,1
33,0.235176,0.50,2,1
34,0.233710,0.50,2,1
35,0.232194,0.50,2,1
36,0.230633,0.50,2,1
37,0.229035,0.50,2,1
38,0.227407,0.50,2,1
39,0.225758,0.50,2,1
40,0.224096,0.50,2,1
41,0.222427,0.50,2,1
42,0.220760,0.50,2,1
43,0.219103,0.50,2,1
44,0.217461,0.50,2,1
45,0.215842,0.50,2,1
46,0.214251,0.50,2,1
47,0.212694,0.50,2,1
48,0.211175,0.50,2,1
49,0.209699,0.50,2,1
50,0.208269,0.50,2,1
51,0.206889,0.50,2,1
52,0.205561,0.50,2,1
53,0.204287,0.50,2,1
54,0.203067,0.50,2,1
55,0.201903,0.50,2,1
56,0.200794,0.50,2,1
57,0.199741,0.50,2,1
58,0.198743,0.50,2,1
59,0.197798,0.50,2,1
60,0.196906,0.50,2,1
61,0.196065,0.50,2,1
62,0.195273,0.50,2,1
63,0.194528,0.50,2,1
64,0.193828,0.50,2,1
65,0.193171,0.50,2,1
66,0.192555,0.50,2,1
67,0.191977,0.50,2,1
68,0.191436,0.50,2,1
69,0.190928,0.50,2,1
70,0.190453,0.50,2,1
71,0.190007,0.50,2,1
72,0.189589,0.50,2,1
73,0.189198,0.50,2,1
74,0.188831,0.50,2,1
75,0.188486,0.50,2,1
76,0.188163,0.50,2,1
77,0.187859,0.50,2,1
78,0.187573,0.50,2,1
79,0.187305,0.50,2,1
80,0.187052,0.50,2,1
81,0.186814,0.50,2,1
82,0.186590,0.50,2,1
83,0.186378,0.50,2,1
84,0.186178,0.50,2,1
85,0.185989,0.50,2,1
86,0.185810,0.50,2,1
87,0.185641,0.50,2,1
88,0.185481,0.50,2,1
89,0.185329,0.50,2,1
90,0.185184,0.50,2,1
91,0.185047,0.50,2,1
92,0.184917,0.50,2,1
93,0.184793,0.50,2,1
94,0.184674,0.50,2,1
95,0.184562,0.50,2,1
96,0.184454,0.50,2,1
97,0.184351,0.50,2,1
98,0.184253,0.50,2,1
99,0.184159,0.50,2,1
100,0.184069,0.50,2,1
101,0.183983,0.50,2,1
102,0.183901,0.50,2,1
103,0.183821,0.50,2,1
