step,loss,accuracy,hidden,phase
0,0.259821,0.50,2,1
1,0.256030,0.50,2,1
2,0.252951,0.50,2,1
3,0.250608,0.50,2,1
4,0.248984,0.50,2,1
5,0.248012,0.50,2,1
6,0.247572,0.50,2,1
7,0.247499,0.50,2,1
8,0.247611,0.50,2,1
9,0.247741,0.50,2,1
10,0.247768,0.50,2,1
11,0.247624,0.50,2,1
12,0.247293,0.50,2,1
13,0.246797,0.50,2,1
14,0.246178,0.50,2,1
15,0.245487,0.50,2,1
16,0.244778,0.50,2,1
17,0.244094,0.50,2,1
18,0.243469,0.50,2,1
19,0.242919,0.50,2,1
20,0.242438,0.50,2,1
21,0.242008,0.50,2,1
22,0.241597,0.50,2,1
23,0.241169,0.50,2,1
24,0.240695,0.50,2,1
25,0.240157,0.50,2,1
26,0.239549,0.50,2,1
27,0.238877,0.50,2,1
28,0.238155,0.50,2,1
29,0.237401,0.50,2,1
30,0.236631,0.50,2,1
31,0.235860,0.50,2,1
32,0.235092,0.50,2,1
33,0.234329,0.50,2,1
34,0.233565,0.50,2,1
35,0.232792,0.50,2,1
36,0.232002,0.50,2,1
37,0.231187,0.50,2,1
38,0.230345,0.50,2,1
39,0.229476,0.50,2,1
40,0.228586,0.50,2,1
41,0.227680,0.50,2,1
42,0.226764,0.50,2,1
43,0.225844,0.50,2,1
44,0.224922,0.50,2,1
45,0.223995,0.50,2,1
46,0.223061,0.50,2,1
47,0.222119,0.50,2,1
48,0.221164,0.50,2,1
49,0.220198,0.50,2,1
50,0.219222,0.50,2,1
51,0.218242,0.50,2,1
52,0.217261,0.50,2,1
53,0.216283,0.50,2,1
54,0.215313,0.50,2,1
55,0.214350,0.50,2,1
56,0.213394,0.50,2,1
57,0.212446,0.50,2,1
58,0.211504,0.50,2,1
59,0.210570,0.50,2,1
60,0.209643,0.50,2,1
61,0.208726,0.50,2,1
62,0.207822,0.50,2,1
63,0.206932,0.50,2,1
64,0.206059,0.50,2,1
65,0.205203,0.50,2,1
66,0.204364,0.50,2,1
67,0.203544,0.50,2,1
68,0.202741,0.50,2,1
69,0.201956,0.50,2,1
70,0.201192,0.50,2,1
71,0.200448,0.50,2,1
72,0.199725,0.50,2,1
73,0.199025,0.50,2,1
74,0.198349,0.50,2,1
75,0.197695,0.50,2,1
76,0.197063,0.50,2,1
77,0.196455,0.50,2,1
78,0.195868,0.50,2,1
79,0.195304,0.50,2,1
80,0.194762,0.50,2,1
81,0.194241,0.50,2,1
82,0.193742,0.50,2,1
83,0.193264,0.50,2,1
84,0.192806,0.50,2,1
85,0.192368,0.50,2,1
86,0.191949,0.50,2,1
87,0.191549,0.50,2,1
88,0.191166,0.50,2,1
89,0.190801,0.50,2,1
90,0.190452,0.50,2,1
91,0.190118,0.50,2,1
92,0.189800,0.50,2,1
93,0.189497,0.50,2,1
94,0.189207,0.50,2,1
95,0.188930,0.50,2,1
96,0.188667,0.50,2,1
97,0.188415,0.50,2,1
98,0.188175,0.50,2,1
99,0.187945,0.50,2,1
100,0.187726,0.50,2,1
101,0.187517,0.50,2,1
102,0.187317,0.50,2,1
103,0.187126,0.50,2,1
104,0.186943,0.50,2,1
105,0.186768,0.50,2,1
106,0.186601,0.50,2,1
107,0.186441,0.50,2,1
108,0.186288,0.50,2,1
109,0.186141,0.50,2,1
110,0.186000,0.50,2,1
111,0.185865,0.50,2,1
112,0.185736,0.50,2,1
113,0.185611,0.50,2,1
114,0.185492,0.50,2,1
115,0.185377,0.50,2,1
116,0.185267,0.50,2,1
117,0.185161,0.50,2,1
118,0.185059,0.50,2,1
119,0.184961,0.50,2,1
120,0.184866,0.50,2,1
121,0.184775,0.50,2,1
122,0.184687,0.50,2,1
123,0.184603,0.50,2,1
124,0.184521,0.50,2,1
125,0.184442,0.50,2,1
126,0.184365,0.50,2,1
127,0.184292,0.50,2,1
128,0.184220,0.50,2,1
129,0.184151,0.50,2,1
130,0.184085,0.50,2,1
131,0.184020,0.50,2,1
132,0.183957,0.50,2,1
133,0.183897,0.50,2,1
134,0.183838,0.50,2,1
135,0.183781,0.50,2,1
136,0.183725,0.50,2,1
137,0.183672,0.50,2,1
138,0.183619,0.50,2,1
139,0.183569,0.50,2,1
140,0.183519,0.50,2,1
141,0.183471,0.50,2,1
142,0.183425,0.50,2,1
143,0.183380,0.50,2,1
144,0.183335,0.50,2,1
145,0.183292,0.50,2,1
146,0.183251,0.50,2,1
147,0.183210,0.50,2,1
148,0.183170,0.50,2,1
149,0.183131,0.50,2,1
150,0.183093,0.50,2,1
151,0.183057,0.50,2,1
152,0.183021,0.50,2,1
153,0.182985,0.50,2,1
154,0.182951,0.50,2,1
155,0.182918,0.50,2,1
156,0.182885,0.50,2,1
157,0.182853,0.50,2,1
158,0.182822,0.50,2,1
159,0.182791,0.50,2,1
160,0.182761,0.50,2,1
161,0.182732,0.50,2,1
162,0.182704,0.50,2,1
163,0.182676,0.50,2,1
164,0.182648,0.50,2,1
165,0.182621,0.50,2,1
166,0.182595,0.50,2,1
167,0.182570,0.50,2,1
168,0.182544,0.50,2,1
169,0.182520,0.50,2,1
170,0.182495,0.50,2,1
171,0.182472,0.50,2,1
172,0.182449,0.50,2,1
173,0.182426,0.50,2,1
174,0.182403,0.50,2,1
175,0.182381,0.50,2,1
176,0.182360,0.50,2,1
177,0.182339,0.50,2,1
178,0.182318,0.50,2,1
179,0.182298,0.50,2,1
180,0.182278,0.50,2,1
181,0.182258,0.50,2,1
182,0.182239,0.50,2,1
183,0.182220,0.50,2,1
184,0.182201,0.50,2,1
185,0.182183,0.50,2,1
186,0.182165,0.50,2,1
187,0.182148,0.50,2,1
188,0.182130,0.50,2,1
189,0.182113,0.50,2,1
190,0.182096,0.50,2,1
191,0.182080,0.50,2,1
192,0.182064,0.50,2,1
193,0.182048,0.50,2,1
194,0.182032,0.50,2,1
195,0.182017,0.50,2,1
196,0.182002,0.50,2,1
197,0.181987,0.50,2,1
198,0.181972,0.50,2,1
199,0.181958,0.50,2,1
200,0.359011,0.50,2,1
201,0.313577,0.50,16,2
202,0.314743,0.50,16,2
203,0.295459,0.50,16,2
204,0.261356,0.50,16,2
205,0.238738,0.50,16,2
206,0.236479,0.50,16,2
207,0.225664,0.50,16,2
208,0.200192,0.50,16,2
209,0.185539,0.50,16,2
210,0.192023,0.50,16,2
211,0.191783,0.50,16,2
212,0.181108,0.50,16,2
213,0.173761,0.50,16,2
214,0.174869,0.50,16,2
215,0.176483,0.50,16,2
216,0.171953,0.50,16,2
217,0.163432,0.50,16,2
218,0.156647,0.50,16,2
219,0.153395,0.50,16,2
220,0.150267,0.50,16,2
221,0.144243,0.50,16,2
222,0.136756,0.50,16,2
223,0.131423,0.50,16,2
224,0.128789,0.50,16,2
225,0.125796,0.50,16,2
226,0.120822,0.50,16,2
227,0.115726,0.50,16,2
228,0.112467,0.50,16,2
229,0.110020,0.50,16,2
230,0.106295,0.50,16,2
231,0.101449,0.50,16,2
232,0.097203,0.75,16,2
233,0.093994,0.75,16,2
234,0.090606,0.75,16,2
235,0.086380,0.75,16,2
236,0.082138,0.75,16,2
237,0.078715,0.75,16,2
238,0.075787,0.75,16,2
239,0.072628,0.75,16,2
240,0.069232,0.75,16,2
241,0.066122,0.75,16,2
242,0.063477,0.75,16,2
243,0.060928,0.75,16,2
244,0.058146,0.75,16,2
245,0.055241,0.75,16,2
246,0.052496,0.75,16,2
247,0.049961,0.75,16,2
248,0.047456,0.75,16,2
249,0.044865,0.75,16,2
250,0.042271,0.75,16,2
251,0.039823,0.75,16,2
252,0.037553,0.75,16,2
253,0.035381,0.75,16,2
254,0.033239,0.75,16,2
255,0.031148,0.75,16,2
256,0.029170,0.75,16,2
257,0.027340,0.75,16,2
258,0.025636,0.75,16,2
259,0.024022,0.75,16,2
260,0.022483,0.75,16,2
261,0.021033,0.75,16,2
262,0.019692,0.75,16,2
263,0.018464,0.75,16,2
264,0.017338,0.75,16,2
265,0.016297,0.75,16,2
266,0.015329,0.75,16,2
267,0.014428,0.75,16,2
268,0.013596,0.75,16,2
269,0.012834,0.75,16,2
270,0.012136,0.75,16,2
271,0.011496,0.75,16,2
272,0.010906,0.75,16,2
273,0.010360,0.75,16,2
274,0.009852,1.00,16,2
275,0.009382,1.00,16,2
276,0.008946,1.00,16,2
277,0.008544,1.00,16,2
278,0.008172,1.00,16,2
279,0.007829,1.00,16,2
280,0.007509,1.00,16,2
281,0.007212,1.00,16,2
282,0.006934,1.00,16,2
283,0.006675,1.00,16,2
284,0.006432,1.00,16,2
285,0.006204,1.00,16,2
286,0.005992,1.00,16,2
287,0.005793,1.00,16,2
288,0.005606,1.00,16,2
289,0.005431,1.00,16,2
290,0.005266,1.00,16,2
291,0.005110,1.00,16,2
292,0.004963,1.00,16,2
293,0.004824,1.00,16,2
294,0.004692,1.00,16,2
295,0.004567,1.00,16,2
296,0.004448,1.00,16,2
297,0.004336,1.00,16,2
298,0.004229,1.00,16,2
299,0.004127,1.00,16,2
300,0.004030,1.00,16,2
301,0.003937,1.00,16,2
302,0.003849,1.00,16,2
303,0.003764,1.00,16,2
304,0.003683,1.00,16,2
305,0.003605,1.00,16,2
306,0.003531,1.00,16,2
307,0.003459,1.00,16,2
308,0.003390,1.00,16,2
309,0.003324,1.00,16,2
310,0.003261,1.00,16,2
311,0.003199,1.00,16,2
312,0.003140,1.00,16,2
313,0.003083,1.00,16,2
314,0.003028,1.00,16,2
315,0.002975,1.00,16,2
316,0.002924,1.00,16,2
317,0.002874,1.00,16,2
318,0.002826,1.00,16,2
319,0.002779,1.00,16,2
320,0.002734,1.00,16,2
